0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.182,-0.182,0.11,0.11,0.052,0.052,-0.082,-0.151,0.09,0.09,0.047,-0.473,-0.07,-0.024,-0.079,0.331,-0.47,-0.381,0.15,0.142
-0.16,-0.16,-0.009,-0.009,0.158,0.158,-0.128,0.043,-0.166,-0.166,0.06,-0.285,0.51,-0.288,-0.385,0.416,-0.121,-0.135,0.382,0.167
0.277,0.277,-0.006,-0.006,0.202,0.202,-0.011,-0.109,0.027,0.027,-0.313,-0.195,0.208,-0.055,0.078,0.268,-0.239,-0.236,0.061,0.053
0.037,0.037,-0.085,-0.085,-0.074,-0.074,0.291,-0.247,-0.097,-0.097,0.091,0.167,0.066,-0.38,-0.308,-0.146,0.069,-0.098,-0.003,0.104
0.116,0.116,0.024,0.024,0.196,0.196,0.179,0.264,-0.207,-0.207,0.212,0.003,-0.08,0.0,-0.042,-0.034,-0.295,0.06,0.227,0.194
0.083,0.083,0.071,0.071,-0.016,-0.016,0.166,-0.237,-0.13,-0.13,-0.292,0.098,-0.442,-0.252,-0.357,0.074,-0.06,0.278,-0.274,-0.234
-0.043,-0.043,-0.01,-0.01,-0.089,-0.089,-0.222,0.012,-0.138,-0.138,-0.037,0.547,-0.329,-0.145,-0.175,0.091,-0.221,-0.045,-0.084,0.172
0.084,0.084,0.065,0.065,-0.31,-0.31,0.181,-0.058,-0.04,-0.04,0.466,-0.152,0.238,-0.141,-0.014,0.042,-0.143,-0.385,0.304,0.306
-0.045,-0.045,0.128,0.128,0.242,0.242,-0.107,-0.225,0.259,0.259,-0.239,0.092,-0.246,-0.338,-0.159,-0.19,0.041,-0.172,0.283,0.264
-0.152,-0.152,-0.095,-0.095,-0.412,-0.412,0.119,0.087,-0.051,-0.051,-0.174,-0.142,-0.106,-0.022,0.151,0.263,-0.159,0.066,0.11,-0.095
-0.009,-0.009,0.038,0.038,-0.124,-0.124,0.08,-0.262,-0.007,-0.007,-0.247,-0.142,-0.201,-0.021,-0.01,-0.265,0.462,0.028,-0.238,-0.119
-0.107,-0.107,-0.217,-0.217,0.031,0.031,0.026,0.186,0.181,0.181,-0.183,-0.136,-0.207,-0.063,-0.036,0.411,-0.284,-0.022,-0.011,0.343
0.27,0.27,0.048,0.048,-0.213,-0.213,0.116,0.44,-0.188,-0.188,-0.059,-0.011,-0.071,-0.547,-0.51,-0.199,0.206,-0.044,-0.075,-0.089
-0.177,-0.177,-0.426,-0.426,-0.144,-0.144,-0.352,-0.121,0.453,0.453,0.076,-0.301,-0.033,0.03,-0.006,-0.272,-0.061,-0.045,0.171,0.171
0.219,0.219,0.068,0.068,-0.325,-0.325,0.453,0.147,-0.272,-0.272,-0.403,0.122,0.059,0.419,0.378,-0.117,-0.226,-0.426,0.511,0.518
0.145,0.145,0.031,0.031,0.365,0.365,-0.288,-0.125,-0.389,-0.389,0.214,0.003,-0.286,0.235,0.347,-0.098,-0.036,0.1,0.077,0.314
-0.276,-0.276,0.102,0.102,0.087,0.087,-0.07,0.309,-0.032,-0.032,0.022,0.287,-0.064,-0.045,0.056,-0.237,0.263,-0.317,0.197,0.09
0.024,0.024,-0.14,-0.14,0.227,0.227,-0.39,-0.483,0.209,0.209,-0.312,0.073,0.098,-0.017,-0.052,-0.009,0.133,-0.164,0.33,0.103
-0.322,-0.322,-0.025,-0.025,0.163,0.163,-0.274,-0.186,0.049,0.049,-0.203,-0.01,0.24,-0.031,0.03,-0.244,-0.046,0.101,-0.051,0.105
0.025,0.025,0.23,0.23,-0.328,-0.328,0.246,0.048,0.242,0.242,0.027,-0.192,0.054,0.105,0.064,0.101,-0.185,0.415,-0.016,0.279
