0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.036,0.036,-0.013,-0.013,0.102,-0.017,0.117,-0.097,0.075,0.075,-0.136,-0.429,-0.101,-0.055,0.058,0.403,-0.483,-0.393,-0.195,0.221
-0.066,-0.066,-0.289,-0.289,0.209,-0.207,0.078,-0.029,-0.154,-0.154,-0.036,-0.347,0.486,-0.313,0.317,0.33,-0.126,-0.134,-0.366,0.094
-0.056,-0.056,-0.069,-0.069,-0.127,-0.191,0.031,-0.068,0.028,0.028,0.303,-0.268,0.178,-0.038,0.033,0.285,-0.259,-0.234,-0.07,0.09
0.08,0.08,-0.088,-0.088,-0.247,0.069,-0.058,-0.201,-0.036,-0.036,-0.13,0.158,0.123,-0.371,0.369,-0.143,0.096,-0.08,0.032,0.094
-0.14,-0.14,-0.172,-0.172,-0.35,-0.308,0.018,0.008,-0.177,-0.177,-0.252,0.042,-0.11,-0.027,0.029,0.039,-0.258,0.011,-0.23,0.224
-0.179,-0.179,0.028,0.028,-0.201,0.025,-0.117,-0.217,-0.075,-0.075,0.299,0.173,-0.468,-0.258,0.263,0.081,-0.077,0.282,0.255,-0.177
0.025,0.025,-0.189,-0.189,0.393,0.051,-0.197,-0.042,-0.142,-0.142,0.095,0.528,-0.318,-0.137,0.139,0.127,-0.186,-0.024,0.133,0.233
-0.098,-0.098,0.247,0.247,-0.14,0.294,-0.334,-0.107,-0.004,-0.004,-0.441,-0.16,0.257,-0.149,0.144,0.058,-0.121,-0.379,-0.271,0.285
0.196,0.196,-0.039,-0.039,0.051,-0.256,0.072,-0.151,0.268,0.268,0.266,0.121,-0.24,-0.334,0.328,-0.187,0.097,-0.188,-0.256,0.187
0.033,0.033,-0.057,-0.057,0.101,0.382,-0.139,0.083,-0.11,-0.11,0.125,-0.13,-0.166,-0.011,0.005,0.249,-0.18,-0.033,-0.207,-0.102
-0.055,-0.055,-0.244,-0.244,-0.021,-0.0,-0.342,-0.325,-0.04,-0.04,0.174,-0.113,-0.163,-0.011,0.01,-0.322,0.439,0.069,0.243,-0.149
-0.135,-0.135,0.101,0.101,-0.132,-0.034,0.087,0.174,0.153,0.153,0.16,-0.107,-0.192,-0.051,0.049,0.414,-0.298,0.01,0.106,0.376
0.207,0.207,0.221,0.221,-0.104,0.191,-0.011,0.309,-0.269,-0.269,0.047,-0.017,-0.048,-0.549,0.549,-0.198,0.2,-0.024,0.067,-0.113
-0.225,-0.225,0.058,0.058,0.435,0.302,-0.035,0.171,0.435,0.435,-0.095,-0.233,-0.056,0.014,-0.013,-0.192,-0.033,-0.048,-0.156,0.17
0.225,0.225,-0.007,-0.007,-0.344,0.224,-0.134,0.056,-0.289,-0.289,0.414,0.091,-0.006,0.391,-0.391,-0.041,-0.17,-0.415,-0.459,0.498
-0.018,-0.018,-0.011,-0.011,0.213,-0.386,-0.171,-0.3,-0.385,-0.385,-0.212,0.085,-0.274,0.253,-0.258,-0.058,-0.009,0.057,-0.035,0.312
-0.315,-0.315,-0.183,-0.183,0.049,0.057,0.627,0.459,0.047,0.047,0.063,0.283,-0.06,-0.056,0.053,-0.286,0.304,-0.316,-0.21,0.001
-0.271,-0.271,0.352,0.352,0.191,-0.134,-0.353,-0.428,0.164,0.164,0.28,0.075,0.08,-0.044,0.045,-0.09,0.17,-0.183,-0.346,0.005
-0.377,-0.377,0.018,0.018,0.263,-0.107,-0.048,-0.183,0.057,0.057,0.23,-0.083,0.25,-0.007,0.004,-0.168,-0.02,0.121,0.111,0.145
0.192,0.192,0.076,0.076,-0.172,0.4,0.306,0.271,0.22,0.22,-0.1,-0.21,0.089,0.114,-0.112,0.166,-0.192,0.42,0.128,0.3
