0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.2714584804500312,-0.02143212292667305,-0.12349257765563319,0.02076632865834413,-0.05713541548064649,-0.008050904073295262,-0.011556737966960313,-0.02951695528060764,0.040409734051936104,0.046406513119046984,0.012659593595805554,-0.09022616366673446,-0.020085932903562285,-0.10107171466922148,-0.06614494178244465,0.055965055599960074,0.03063225536679474,0.01366924974334641,0.06555041665326554,0.13753116980071375
0.008284351989468515,0.2504590065436625,0.003248742272559329,0.004215735914013573,-0.02335051196952686,-0.051015775167631276,0.05565170440503694,-0.07838143373102023,0.010770879079995296,0.043795900847161395,0.07211172270018001,-0.02958762170795891,-0.13223796797290718,0.053653934924008946,-0.01899554594878579,0.07078563409525139,0.002071433711939073,-0.17342295708612165,0.11095384472577584,-0.11672910458099685
-0.07720274582898207,0.009309052773482552,0.4147643008606645,0.05349873775121833,0.11123675000451769,0.05478479801108182,-0.02699040181875549,-0.11879862993280282,-0.04832504695716712,-0.13551629711069205,0.04677492053593321,-0.02706306304074285,-0.024066469400231147,0.0889396798344189,-0.04135882564031049,0.05827839515738964,0.0012057568120835249,0.0954689552430776,-0.11841820595372915,0.02848656548928555
-0.028849385606037725,-0.017516870282016147,0.03972958273471662,0.3899453022124921,-0.03406201469010337,0.08182025168276166,-0.12631905968365673,-0.06239005134246665,-0.09138452787389431,0.04397001053038783,-0.011246309597737099,-0.0009756598989069748,-0.10155986705495355,0.05665626843314406,0.1115125997479235,0.009310951114830957,-0.06039134630308146,-0.01706449228673984,-0.11348695069298693,0.0013511436017232376
-0.11233939145668259,-0.06151358114429732,0.12975651707875713,-0.0030082115162830673,0.41116467350199004,-0.03508168441768742,-0.09366247749239108,-0.00813563507646757,-0.07883007336460171,-0.057296639335479876,0.1291020145715855,0.13047569248027105,-0.00993769595168886,-0.06490317330337307,-0.05130135698822965,-0.08723239175564021,0.08366733682423064,-0.0005924592670312477,-0.03816200496208421,-0.07346777134480678
-0.06798707889658576,-0.011659475239304756,0.07058079698069361,0.0735895166598436,0.014505138929696093,0.337051833067962,-0.06594648710302996,0.14128134570080925,-0.06101031024293819,0.022181771961165244,0.05533036842431106,0.010632750431474818,-0.10509652584790408,-0.0058765374273293605,0.07286229919799736,0.07505911996410808,-0.02581743078131046,0.04409601426144051,-0.01952798070481395,-0.057569868331284677
-0.02424960404722448,0.10172146184368684,0.050918047654007564,-0.10578681165740987,-0.08238233239582494,-0.021528183471662254,0.4020565177742383,0.00010610337146263018,-0.012080030241504532,0.10795543725892236,0.07349603107153531,-0.19618998775044727,-0.02086249382968381,0.1197278348481274,-0.03875951183847805,0.0794033398491653,-0.018692805254980963,-0.04517490455678417,-0.0051000300425501,0.025395309156096738
-0.0723320799367093,-0.04547112598000997,-0.11443795524434047,-0.10609978798141995,0.0026724458185470694,0.15791015593227511,-0.021098382840771514,0.4114049422654964,-0.08571590289301485,0.039103724152798766,0.057224073131882866,0.007815500766223787,-0.02232441273046651,-0.016935624566265017,0.0377656366219876,-0.08419856217163399,-0.07868671814926974,0.06412206794084448,0.034842146258354065,-0.0020619535374502493
0.09957179001375005,-0.044329630036507285,-0.04541358601120345,-0.15774611014500442,-0.008682523193803627,-0.10431574842350504,0.004394274842653298,-0.075453074150056,0.38585717007008835,-0.18637801773142035,0.01732129967476407,-0.034445781243529594,-0.08563076197154257,-0.15356784292996173,-0.044601265892333,-0.08714459375712187,-0.21480867486662658,0.012811850118217769,-0.0401526922040646,0.021818941758563245
0.02304004090596537,0.08785100822620932,-0.13722773796284957,0.08138366585574223,-0.11562727073998497,0.027850100100275523,0.10195669305654592,0.028303213171340304,-0.12221629859027651,0.2824474185865915,0.1000440644593275,-0.030324700554031112,0.007663243225865799,0.0775754830122863,0.1231907610710397,-0.07057222640032222,-0.0013716935720239647,-0.10429781155113835,0.08015903499776329,0.0005891257653513285
