0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.085,0.085,-0.069,0.069,-0.018,0.018,0.0,0.0,0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.269,0.269,0.07,-0.07,-0.03,0.03,0.0,0.0,-0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.135,-0.135,0.202,-0.202,-0.02,0.02,0.0,0.0,-0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036,-0.036,-0.085,0.085,-0.027,0.027,0.0,0.0,0.158,-0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041,-0.041,0.382,-0.382,-0.006,0.006,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.229,-0.229,0.214,-0.214,-0.039,0.039,0.0,0.0,-0.094,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.262,0.262,0.022,-0.022,0.023,-0.023,0.0,0.0,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.24,0.065,-0.065,0.035,-0.035,0.0,0.0,0.013,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.148,0.148,-0.103,0.103,0.013,-0.013,0.0,0.0,-0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12,0.12,-0.145,0.145,0.0,-0.0,0.0,0.0,0.101,-0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.124,0.124,0.242,-0.242,0.01,-0.01,0.0,0.0,0.044,-0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.108,-0.108,0.016,-0.016,0.014,-0.014,0.0,0.0,-0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.078,-0.078,-0.226,0.226,0.042,-0.042,0.0,0.0,0.076,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044,-0.044,0.0,-0.0,0.007,-0.007,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017,-0.017,-0.167,0.167,-0.004,0.004,0.0,0.0,-0.078,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.067,0.067,0.037,-0.037,0.035,-0.035,0.0,0.0,0.107,-0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.053,-0.053,0.356,-0.356,-0.137,0.137,0.0,0.0,-0.082,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.266,-0.266,0.112,-0.112,0.088,-0.088,0.0,0.0,0.201,-0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,0.213,-0.213,0.002,-0.002,0.0,0.0,0.022,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.113,-0.113,-0.118,0.118,-0.065,0.065,0.0,0.0,0.094,-0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
