5,1,2,3,4,6,7,8.0,
1,4,5,6,2,3,7,10.0,9.0
3,1,2,4,5,6,7,9.0,8.0
5,6,1,2,3,4,7,8.0,
1,2,3,4,5,6,7,8.0,
1,2,3,4,5,7,8,6.0,9.0
4,5,1,2,3,6,7,9.0,10.0
3,4,1,2,5,6,9,10.0,7.0
1,2,3,4,7,9,10,6.0,5.0
1,2,5,6,3,4,7,,
