0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.082,0.082,-0.044,-0.044,-0.18,-0.188,0.176,0.176,-0.06,-0.067,-0.206,-0.469,0.054,0.054,-0.411,-0.281,-0.081,0.111,-0.358,-0.358
-0.062,-0.062,0.248,0.248,-0.114,-0.003,-0.191,-0.191,-0.128,0.058,-0.139,-0.16,0.255,0.255,0.394,-0.292,-0.389,0.119,-0.124,-0.124
0.037,0.037,0.23,0.23,0.076,0.186,-0.072,-0.072,-0.278,-0.002,0.221,-0.25,0.082,0.082,0.024,-0.183,-0.009,0.01,-0.181,-0.181
-0.106,-0.106,-0.035,-0.035,0.225,0.283,0.143,0.143,-0.419,-0.017,-0.105,0.252,0.318,0.318,0.266,-0.133,0.02,0.085,0.093,0.093
-0.109,-0.109,0.223,0.223,0.25,0.21,-0.266,-0.266,-0.175,0.423,-0.155,0.106,0.018,0.018,-0.174,-0.077,-0.288,0.335,-0.253,-0.253
0.028,0.028,-0.127,-0.127,0.186,0.179,0.043,0.043,-0.259,-0.041,0.403,0.042,0.183,0.183,-0.446,0.201,0.214,-0.123,-0.028,-0.028
0.204,0.204,0.33,0.33,-0.302,0.015,0.05,0.05,0.169,0.196,0.206,0.477,0.089,0.089,-0.07,0.07,0.21,0.202,-0.072,-0.072
0.102,0.102,-0.3,-0.3,0.171,0.111,0.135,0.135,0.217,-0.052,-0.448,-0.04,0.182,0.182,0.159,-0.369,-0.235,0.226,-0.074,-0.074
0.121,0.121,0.063,0.063,-0.144,0.038,0.018,0.018,-0.102,-0.344,0.3,0.001,0.322,0.322,-0.169,-0.337,-0.34,0.256,0.138,0.138
-0.037,-0.037,0.013,0.013,0.082,-0.102,0.083,0.083,0.262,0.132,0.088,-0.24,0.078,0.078,-0.288,-0.148,-0.297,-0.011,-0.219,-0.219
0.149,0.149,0.267,0.267,0.112,0.257,0.127,0.127,-0.097,0.115,0.044,-0.251,-0.006,-0.006,0.028,0.104,0.243,-0.219,0.494,0.494
-0.37,-0.37,-0.191,-0.191,0.144,-0.046,-0.127,-0.127,0.203,-0.059,0.1,-0.147,0.049,0.049,-0.13,0.107,0.192,0.317,-0.098,-0.098
0.063,0.063,-0.103,-0.103,0.109,-0.09,-0.151,-0.151,0.251,0.398,0.011,-0.085,0.446,0.446,-0.014,-0.17,-0.006,-0.099,0.178,0.178
-0.254,-0.254,0.02,0.02,-0.27,-0.161,0.309,0.309,0.375,-0.455,-0.123,-0.28,-0.037,-0.037,-0.28,-0.048,-0.155,0.186,-0.037,-0.037
0.034,0.034,-0.01,-0.01,0.413,0.195,-0.174,-0.174,-0.064,0.219,0.384,0.055,-0.337,-0.337,0.039,-0.234,-0.308,0.459,-0.133,-0.133
0.069,0.069,0.09,0.09,-0.365,0.229,-0.007,-0.007,-0.382,0.337,-0.161,0.011,-0.179,-0.179,-0.169,0.099,-0.031,0.318,0.07,0.07
-0.02,-0.02,0.016,0.016,0.037,-0.606,-0.152,-0.152,0.167,-0.03,0.125,0.268,0.074,0.074,0.151,-0.327,-0.218,-0.007,0.297,0.297
-0.021,-0.021,-0.373,-0.373,-0.346,0.144,0.447,0.447,-0.011,-0.168,0.23,-0.009,0.033,0.033,0.236,-0.253,-0.349,0.038,0.139,0.139
-0.135,-0.135,-0.213,-0.213,-0.256,-0.167,0.158,0.158,0.109,-0.136,0.209,-0.092,0.014,0.014,0.168,0.138,0.121,0.156,-0.063,-0.063
0.276,0.276,-0.083,-0.083,0.211,-0.375,0.116,0.116,0.173,-0.207,-0.196,-0.274,-0.113,-0.113,0.0,0.391,0.098,0.388,-0.194,-0.194
