0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.074,-0.074,0.074,0.005,0.005,0.102,-0.107,0.09,0.038,0.038,0.048,-0.483,-0.046,0.039,0.039,-0.357,-0.492,0.358,-0.127,0.132
0.175,0.175,-0.217,0.005,0.005,0.2,0.178,0.011,-0.153,-0.153,0.016,-0.292,0.434,0.312,0.312,-0.371,-0.098,0.142,-0.33,0.212
0.176,0.176,-0.235,0.041,0.041,-0.029,0.358,0.155,-0.022,-0.022,-0.295,-0.229,0.226,0.023,0.023,-0.279,-0.262,0.229,-0.048,0.048
-0.097,-0.097,-0.003,-0.19,-0.19,-0.184,0.183,0.323,-0.217,-0.217,0.021,0.166,0.064,0.357,0.357,0.116,0.074,0.07,-0.034,0.109
0.352,0.352,0.43,0.035,0.035,0.108,0.297,-0.105,-0.176,-0.176,0.197,-0.01,-0.017,0.009,0.009,0.006,-0.254,-0.06,-0.19,0.146
0.185,0.185,-0.103,-0.178,-0.178,-0.236,0.255,0.376,-0.199,-0.199,-0.261,0.101,-0.425,0.27,0.27,-0.088,-0.103,-0.288,0.305,-0.29
0.215,0.215,-0.416,0.111,0.111,0.068,-0.197,-0.079,-0.086,-0.086,-0.048,0.534,-0.323,0.156,0.156,-0.136,-0.261,0.005,0.039,0.118
0.018,0.018,0.165,-0.065,-0.065,-0.302,-0.275,0.06,-0.015,-0.015,0.463,-0.154,0.253,0.117,0.117,-0.053,-0.113,0.373,-0.332,0.344
-0.058,-0.058,0.088,0.168,0.168,0.317,-0.013,0.222,0.228,0.228,-0.172,0.115,-0.232,0.289,0.289,0.184,0.068,0.17,-0.31,0.281
-0.078,-0.078,-0.126,-0.113,-0.113,-0.246,-0.296,-0.139,-0.037,-0.037,-0.19,-0.154,-0.104,-0.034,-0.034,-0.262,-0.177,-0.033,-0.049,-0.096
0.396,0.396,-0.115,-0.026,-0.026,-0.033,-0.117,0.296,-0.061,-0.061,-0.216,-0.069,-0.245,0.018,0.018,0.298,0.449,-0.005,0.149,-0.068
-0.095,-0.095,0.324,-0.183,-0.183,0.07,-0.013,-0.201,0.218,0.218,-0.199,-0.09,-0.295,0.059,0.059,-0.4,-0.3,-0.008,-0.068,0.287
-0.212,-0.212,0.094,0.287,0.287,-0.17,-0.125,-0.394,-0.135,-0.135,-0.095,0.016,-0.077,0.537,0.537,0.217,0.233,0.044,0.067,-0.07
-0.106,-0.106,-0.509,-0.346,-0.346,-0.112,-0.243,-0.284,0.473,0.473,0.199,-0.274,0.023,-0.012,-0.012,0.267,-0.015,0.032,-0.163,0.155
-0.083,-0.083,0.014,0.097,0.097,-0.357,0.09,0.069,-0.304,-0.304,-0.468,0.127,0.061,-0.406,-0.406,0.111,-0.176,0.416,-0.545,0.545
0.138,0.138,-0.198,0.198,0.198,0.309,0.162,0.179,-0.433,-0.433,0.2,0.028,-0.265,-0.269,-0.269,0.087,-0.017,-0.103,-0.166,0.297
0.247,0.247,-0.159,-0.277,-0.277,-0.138,0.417,-0.312,0.051,0.051,0.03,0.311,-0.088,0.016,0.016,0.239,0.265,0.329,-0.225,0.167
0.043,0.043,0.071,-0.096,-0.096,0.271,-0.336,0.318,0.167,0.167,-0.296,0.092,0.065,0.021,0.021,0.008,0.131,0.191,-0.312,0.169
0.174,0.174,0.125,-0.208,-0.208,0.242,-0.165,0.152,0.087,0.087,-0.193,-0.054,0.312,0.02,0.02,0.243,0.011,-0.125,0.022,0.062
-0.178,-0.178,-0.046,0.019,0.019,-0.412,-0.057,-0.1,0.214,0.214,0.017,-0.18,0.059,-0.091,-0.091,-0.091,-0.132,-0.438,-0.032,0.192
