0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.094,-0.094,-0.108,-0.108,-0.019,-0.067,0.098,0.2,0.03,0.03,0.21,0.13,0.13,-0.183,0.249,0.288,0.288,0.166,0.493,0.392
0.001,0.001,0.044,0.044,0.248,0.293,-0.126,0.172,0.092,0.092,-0.034,0.307,0.307,-0.466,-0.361,0.207,0.207,0.108,0.042,0.419
0.253,0.253,0.035,0.035,-0.113,0.131,0.072,-0.018,-0.095,-0.095,-0.294,0.063,0.063,-0.268,-0.062,0.156,0.156,0.074,0.222,0.326
-0.23,-0.23,-0.134,-0.134,-0.234,-0.16,0.011,0.176,0.011,0.011,0.147,0.365,0.365,0.03,-0.218,0.062,0.062,0.145,-0.045,-0.16
0.145,0.145,-0.072,-0.072,-0.337,0.063,-0.025,-0.092,0.162,0.162,0.333,0.086,0.086,0.108,0.073,0.082,0.082,0.165,0.317,-0.068
0.184,0.184,-0.091,-0.091,-0.204,-0.082,-0.183,0.22,-0.011,-0.011,-0.274,0.191,0.191,0.391,0.469,-0.31,-0.31,-0.237,-0.044,-0.012
0.141,0.141,0.081,0.081,0.451,0.306,-0.24,-0.018,0.193,0.193,-0.083,0.139,0.139,0.475,0.223,0.001,0.001,0.237,0.175,0.047
0.155,0.155,-0.045,-0.045,-0.091,-0.237,-0.27,-0.022,-0.039,-0.039,0.388,0.22,0.22,-0.272,-0.252,0.329,0.329,0.309,0.223,0.126
-0.169,-0.169,0.093,0.093,0.036,0.194,-0.045,0.298,-0.289,-0.289,-0.267,0.367,0.367,0.19,0.205,0.196,0.196,0.165,0.023,-0.224
-0.136,-0.136,-0.143,-0.143,0.113,-0.173,-0.124,-0.131,0.262,0.262,-0.075,0.02,0.02,0.089,0.284,0.114,0.114,-0.138,0.059,0.185
0.125,0.125,-0.133,-0.133,0.001,0.135,-0.356,0.221,0.079,0.079,-0.11,-0.032,-0.032,0.016,0.187,-0.121,-0.121,-0.068,-0.339,-0.244
-0.108,-0.108,0.055,0.055,-0.145,-0.09,0.124,-0.154,-0.146,-0.146,-0.172,0.033,0.033,0.066,0.324,0.006,0.006,0.398,0.259,0.4
0.025,0.025,0.054,0.054,-0.026,-0.174,0.1,-0.476,0.373,0.373,-0.034,0.517,0.517,0.019,0.018,-0.059,-0.059,-0.108,-0.164,-0.164
0.056,0.056,0.168,0.168,0.427,0.045,0.184,-0.27,-0.377,-0.377,0.084,0.032,0.032,-0.078,0.072,0.069,0.069,0.126,0.185,-0.213
-0.148,-0.148,-0.142,-0.142,-0.249,-0.239,-0.161,-0.168,0.289,0.289,-0.429,-0.268,-0.268,0.133,0.027,0.471,0.471,0.497,0.377,-0.09
0.278,0.278,0.294,0.294,0.279,0.452,-0.244,0.251,0.451,0.451,0.229,-0.226,-0.226,0.233,0.272,0.052,0.052,0.338,0.117,-0.095
0.074,0.074,-0.315,-0.315,-0.152,-0.23,0.585,-0.292,-0.208,-0.208,-0.121,0.101,0.101,0.169,-0.018,0.268,0.268,0.037,-0.203,-0.248
0.402,0.402,0.225,0.225,0.11,0.12,-0.076,0.269,-0.136,-0.136,-0.245,0.076,0.076,0.026,-0.099,0.258,0.258,0.024,-0.164,-0.089
0.22,0.22,-0.005,-0.005,0.158,0.058,-0.02,0.25,-0.152,-0.152,-0.22,-0.007,-0.007,-0.174,-0.253,-0.131,-0.131,0.137,0.14,-0.181
-0.179,-0.179,-0.358,-0.358,-0.292,-0.498,0.409,-0.23,-0.196,-0.196,0.13,-0.149,-0.149,-0.163,-0.027,-0.258,-0.258,0.283,0.176,0.145
