0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.105,0.01,0.01,-0.154,-0.154,-0.162,-0.162,-0.063,-0.063,-0.008,-0.008,-0.054,-0.081,0.11,0.11,0.038,0.038,-0.151,-0.085,-0.085
0.004,0.129,0.129,0.067,0.067,-0.266,-0.266,-0.074,-0.074,-0.157,-0.157,0.348,0.313,-0.093,-0.093,0.281,0.281,-0.292,-0.626,-0.626
-0.012,-0.023,-0.023,0.347,0.347,-0.259,-0.259,-0.087,-0.087,-0.105,-0.105,0.08,0.083,-0.204,-0.204,-0.012,-0.012,-0.197,-0.108,-0.108
-0.136,-0.064,-0.064,-0.001,-0.001,0.195,0.195,-0.033,-0.033,-0.003,-0.003,0.059,0.049,0.227,0.227,0.099,0.099,-0.034,-0.06,-0.06
-0.052,-0.05,-0.05,-0.282,-0.282,0.031,0.031,-0.167,-0.167,-0.185,-0.185,-0.151,-0.145,0.17,0.17,0.063,0.063,0.096,-0.308,-0.308
-0.109,0.151,0.151,0.202,0.202,-0.054,-0.054,0.121,0.121,-0.045,-0.045,0.193,0.186,0.115,0.115,-0.155,-0.155,0.184,-0.106,-0.106
-0.093,0.188,0.188,0.167,0.167,-0.156,-0.156,0.041,0.041,-0.132,-0.132,0.323,0.317,0.092,0.092,-0.035,-0.035,0.328,0.129,0.129
-0.221,-0.034,-0.034,-0.025,-0.025,-0.188,-0.188,-0.151,-0.151,-0.109,-0.109,0.028,0.028,-0.234,-0.234,-0.157,-0.157,-0.315,-0.071,-0.071
-0.364,-0.201,-0.201,-0.1,-0.1,-0.024,-0.024,-0.088,-0.088,-0.025,-0.025,0.172,0.167,-0.192,-0.192,-0.079,-0.079,0.14,0.153,0.153
-0.013,0.111,0.111,0.212,0.212,-0.007,-0.007,-0.198,-0.198,-0.167,-0.167,0.022,-0.023,-0.184,-0.184,-0.378,-0.378,0.258,-0.013,-0.013
0.336,-0.111,-0.111,0.108,0.108,-0.072,-0.072,0.023,0.023,-0.201,-0.201,-0.579,-0.591,0.031,0.031,0.217,0.217,-0.337,0.066,0.066
0.012,0.101,0.101,0.135,0.135,-0.413,-0.413,-0.09,-0.09,-0.117,-0.117,0.197,0.272,-0.367,-0.367,-0.036,-0.036,-0.232,-0.014,-0.014
-0.292,-0.278,-0.278,-0.208,-0.208,-0.203,-0.203,0.477,0.477,0.541,0.541,0.181,0.174,0.234,0.234,-0.11,-0.11,0.362,-0.03,-0.03
-0.162,-0.141,-0.141,0.364,0.364,-0.26,-0.26,-0.024,-0.024,-0.123,-0.123,0.114,0.044,-0.088,-0.088,-0.103,-0.103,-0.289,-0.129,-0.129
0.141,0.223,0.223,-0.076,-0.076,-0.062,-0.062,0.254,0.254,0.225,0.225,0.016,0.094,0.153,0.153,0.153,0.153,-0.127,-0.02,-0.02
-0.397,0.256,0.256,-0.121,-0.121,0.081,0.081,-0.163,-0.163,0.068,0.068,0.44,0.414,-0.336,-0.336,0.018,0.018,-0.278,-0.258,-0.258
0.129,0.496,0.496,-0.004,-0.004,-0.268,-0.268,0.081,0.081,0.15,0.15,0.102,0.059,0.011,0.011,0.058,0.058,0.097,0.141,0.141
-0.013,-0.019,-0.019,0.112,0.112,0.066,0.066,0.016,0.016,0.05,0.05,-0.077,-0.023,0.282,0.282,-0.099,-0.099,0.172,-0.093,-0.093
-0.566,-0.11,-0.11,-0.296,-0.296,-0.086,-0.086,0.151,0.151,0.019,0.019,0.2,0.245,0.144,0.144,0.227,0.227,0.017,-0.134,-0.134
0.163,0.033,0.033,0.037,0.037,-0.135,-0.135,0.325,0.325,0.092,0.092,0.034,-0.024,0.159,0.159,-0.248,-0.248,0.032,-0.014,-0.014
