0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.108,-0.108,0.0,0.0,0.0,0.0,0.0,0.285,-0.285,-0.301,0.301,0.088,-0.088,0.0,0.0,0.085,-0.085,0.0,0.0,0.0
-0.382,0.382,0.0,0.0,0.0,0.0,0.0,0.089,-0.089,-0.012,0.012,0.008,-0.008,0.0,0.0,0.036,-0.036,0.0,0.0,0.0
-0.011,0.011,0.0,0.0,0.0,0.0,0.0,-0.019,0.019,-0.002,0.002,-0.235,0.235,0.0,0.0,0.211,-0.211,0.0,0.0,0.0
-0.058,0.058,0.0,0.0,0.0,0.0,0.0,0.136,-0.136,-0.201,0.201,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
-0.016,0.016,0.0,0.0,0.0,0.0,0.0,-0.075,0.075,0.088,-0.088,-0.122,0.122,0.0,0.0,0.045,-0.045,0.0,0.0,0.0
-0.101,0.101,0.0,0.0,0.0,0.0,0.0,-0.031,0.031,-0.018,0.018,0.073,-0.073,0.0,0.0,0.116,-0.116,0.0,0.0,0.0
0.296,-0.296,0.0,0.0,0.0,0.0,0.0,0.231,-0.231,-0.004,0.004,0.211,-0.211,0.0,0.0,-0.169,0.169,0.0,0.0,0.0
-0.028,0.028,0.0,0.0,0.0,0.0,0.0,-0.097,0.097,0.0,-0.0,-0.029,0.029,0.0,0.0,-0.092,0.092,0.0,0.0,0.0
0.249,-0.249,0.0,0.0,0.0,0.0,0.0,0.076,-0.076,-0.077,0.077,0.008,-0.008,0.0,0.0,0.116,-0.116,0.0,0.0,0.0
-0.097,0.097,0.0,0.0,0.0,0.0,0.0,0.188,-0.188,-0.027,0.027,0.016,-0.016,0.0,0.0,-0.124,0.124,0.0,0.0,0.0
-0.024,0.024,0.0,0.0,0.0,0.0,0.0,-0.108,0.108,-0.026,0.026,-0.17,0.17,0.0,0.0,-0.149,0.149,0.0,0.0,0.0
-0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.171,-0.171,-0.213,0.213,0.134,-0.134,0.0,0.0,-0.062,0.062,0.0,0.0,0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.102,0.102,-0.001,0.001,0.02,-0.02,0.0,0.0,0.033,-0.033,0.0,0.0,0.0
-0.041,0.041,0.0,0.0,0.0,0.0,0.0,-0.012,0.012,-0.007,0.007,-0.223,0.223,0.0,0.0,0.086,-0.086,0.0,0.0,0.0
-0.295,0.295,0.0,0.0,0.0,0.0,0.0,-0.116,0.116,0.015,-0.015,-0.023,0.023,0.0,0.0,0.125,-0.125,0.0,0.0,0.0
-0.072,0.072,0.0,0.0,0.0,0.0,0.0,-0.203,0.203,0.0,-0.0,-0.044,0.044,0.0,0.0,0.017,-0.017,0.0,0.0,0.0
-0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.051,-0.051,-0.019,0.019,0.212,-0.212,0.0,0.0,-0.105,0.105,0.0,0.0,0.0
0.221,-0.221,0.0,0.0,0.0,0.0,0.0,0.048,-0.048,0.004,-0.004,-0.262,0.262,0.0,0.0,0.269,-0.269,0.0,0.0,0.0
-0.123,0.123,0.0,0.0,0.0,0.0,0.0,0.139,-0.139,0.016,-0.016,-0.117,0.117,0.0,0.0,0.172,-0.172,0.0,0.0,0.0
-0.105,0.105,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.082,-0.082,0.141,-0.141,0.0,0.0,-0.209,0.209,0.0,0.0,0.0
