0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.014,0.119,0.109,-0.141,-0.141,-0.066,-0.066,-0.296,-0.296,0.418,0.418,-0.009,-0.306,-0.071,-0.071,-0.127,-0.127,-0.418,0.334,0.034
0.094,-0.105,0.532,0.158,0.158,-0.073,-0.073,-0.135,-0.135,-0.045,-0.045,-0.182,-0.233,-0.112,-0.112,-0.004,-0.004,0.025,-0.001,-0.231
-0.362,0.174,-0.353,-0.226,-0.226,0.078,0.078,-0.189,-0.189,0.002,0.002,0.034,-0.02,0.337,0.337,0.034,0.034,0.122,-0.193,0.228
-0.201,0.169,0.002,0.238,0.238,-0.031,-0.031,-0.093,-0.093,-0.336,-0.336,-0.273,-0.129,-0.207,-0.207,-0.051,-0.051,0.525,-0.574,-0.059
0.164,0.053,0.088,0.16,0.16,-0.149,-0.149,0.217,0.217,0.066,0.066,0.342,-0.006,-0.125,-0.125,0.083,0.083,-0.095,0.018,-0.269
-0.266,0.385,-0.034,-0.038,-0.038,0.133,0.133,0.107,0.107,0.008,0.008,0.187,-0.001,-0.153,-0.153,-0.079,-0.079,-0.334,0.165,0.114
-0.1,-0.044,-0.323,0.071,0.071,0.291,0.291,0.139,0.139,0.09,0.09,-0.119,0.147,-0.185,-0.185,-0.03,-0.03,-0.275,0.187,-0.013
0.121,-0.216,0.014,-0.029,-0.029,0.111,0.111,0.176,0.176,-0.078,-0.078,-0.119,-0.062,-0.119,-0.119,-0.139,-0.139,0.1,-0.01,0.141
0.352,-0.159,-0.073,-0.106,-0.106,0.043,0.043,-0.139,-0.139,-0.308,-0.308,0.41,0.08,0.17,0.17,-0.045,-0.045,0.249,-0.205,0.336
-0.292,0.168,0.026,0.068,0.068,0.025,0.025,0.065,0.065,-0.037,-0.037,0.411,0.297,0.095,0.095,0.115,0.115,0.308,-0.244,-0.028
-0.001,0.153,-0.013,-0.212,-0.212,-0.044,-0.044,0.105,0.105,-0.26,-0.26,-0.472,0.036,0.073,0.073,0.221,0.221,0.162,-0.068,-0.171
0.044,-0.234,-0.397,-0.213,-0.213,0.269,0.269,-0.404,-0.404,0.078,0.078,0.177,0.056,0.143,0.143,-0.115,-0.115,-0.03,0.024,0.175
0.262,-0.149,-0.461,0.094,0.094,0.686,0.686,-0.071,-0.071,-0.22,-0.22,-0.096,-0.235,-0.073,-0.073,0.208,0.208,0.12,-0.135,-0.319
-0.195,-0.042,0.237,-0.001,-0.001,-0.29,-0.29,-0.215,-0.215,-0.193,-0.193,0.142,-0.217,0.151,0.151,0.053,0.053,-0.274,0.174,0.048
-0.017,0.134,0.037,-0.013,-0.013,0.251,0.251,-0.115,-0.115,-0.098,-0.098,0.028,-0.285,-0.278,-0.278,-0.389,-0.389,-0.03,0.221,0.084
0.158,-0.521,-0.067,-0.279,-0.279,0.189,0.189,0.15,0.15,0.061,0.061,0.012,-0.125,-0.297,-0.297,-0.035,-0.035,-0.038,-0.006,-0.307
0.06,-0.254,-0.011,0.35,0.35,-0.159,-0.159,0.001,0.001,0.032,0.032,-0.092,0.108,0.023,0.023,-0.074,-0.074,-0.127,0.186,0.169
-0.427,0.245,-0.051,0.102,0.102,-0.067,-0.067,0.02,0.02,-0.086,-0.086,-0.281,-0.043,0.027,0.027,-0.142,-0.142,0.084,-0.094,-0.015
0.331,-0.278,0.088,-0.115,-0.115,-0.141,-0.141,-0.139,-0.139,0.003,0.003,0.006,0.537,0.479,0.479,-0.141,-0.141,0.162,-0.434,0.584
-0.243,0.263,0.133,0.044,0.044,0.144,0.144,-0.044,-0.044,0.073,0.073,0.048,0.457,0.149,0.149,-0.046,-0.046,0.052,-0.151,0.186
