0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.012,-0.041,0.042,0.042,-0.2,-0.169,0.056,0.115,0.115,-0.16,-0.426,-0.027,-0.027,-0.181,-0.181,0.052,0.052,-0.148,-0.015,-0.117
-0.12,0.024,-0.241,-0.241,-0.221,-0.47,0.116,0.1,0.1,0.058,0.068,-0.204,-0.204,-0.069,-0.069,0.142,0.142,-0.269,0.142,-0.26
0.159,-0.279,-0.148,-0.148,0.531,0.314,-0.4,0.133,0.133,-0.131,-0.202,-0.103,-0.103,0.01,0.01,-0.115,-0.115,0.063,0.145,-0.023
0.196,-0.058,0.138,0.138,0.175,0.017,-0.147,0.164,0.164,0.021,0.234,-0.432,-0.432,-0.239,-0.239,-0.058,-0.058,-0.218,0.562,-0.414
-0.313,-0.279,0.138,0.138,-0.01,-0.214,0.224,-0.092,-0.092,-0.23,-0.003,0.197,0.197,0.111,0.111,0.001,0.001,-0.171,-0.087,0.302
0.239,-0.287,-0.198,-0.198,0.082,-0.041,-0.038,0.114,0.114,-0.176,-0.248,-0.155,-0.155,0.113,0.113,0.28,0.28,-0.18,0.266,0.07
-0.025,0.035,0.2,0.2,0.386,-0.022,0.135,0.027,0.027,0.238,0.127,-0.073,-0.073,0.152,0.152,0.075,0.075,0.1,-0.079,0.341
-0.046,0.342,-0.133,-0.133,-0.026,0.02,-0.171,0.147,0.147,0.015,0.031,-0.326,-0.326,0.099,0.099,0.159,0.159,0.299,0.118,0.059
-0.29,0.057,0.067,0.067,0.046,0.023,-0.257,0.142,0.142,-0.441,0.096,0.005,0.005,0.07,0.07,-0.071,-0.071,0.137,0.196,-0.227
0.28,-0.072,-0.089,-0.089,0.031,-0.085,-0.016,-0.014,-0.014,-0.203,-0.035,-0.255,-0.255,-0.105,-0.105,-0.305,-0.305,0.179,0.009,0.107
-0.14,-0.309,-0.086,-0.086,-0.128,-0.125,0.118,-0.194,-0.194,0.361,0.429,0.211,0.211,-0.088,-0.088,-0.029,-0.029,0.047,-0.305,0.058
0.057,0.142,-0.189,-0.189,0.321,0.255,0.053,0.169,0.169,-0.143,-0.028,-0.185,-0.185,-0.056,-0.056,0.181,0.181,-0.152,0.018,-0.145
-0.339,0.201,-0.37,-0.37,0.235,0.615,-0.632,0.564,0.564,0.164,0.016,-0.323,-0.323,0.219,0.219,-0.121,-0.121,-0.391,0.479,-0.261
0.287,0.257,0.135,0.135,-0.152,-0.142,0.129,-0.007,-0.007,-0.292,0.282,0.293,0.293,0.285,0.285,0.246,0.246,-0.119,-0.169,0.156
-0.215,-0.159,-0.206,-0.206,-0.12,0.063,0.154,0.153,0.153,-0.2,-0.154,-0.198,-0.198,0.065,0.065,-0.095,-0.095,0.361,0.094,-0.295
-0.036,0.535,-0.062,-0.062,-0.067,-0.071,0.287,-0.055,-0.055,-0.096,0.071,0.195,0.195,-0.114,-0.114,-0.108,-0.108,-0.102,0.004,0.072
-0.036,0.135,-0.019,-0.019,0.372,-0.19,-0.123,0.113,0.113,0.265,-0.258,0.195,0.195,0.146,0.146,-0.065,-0.065,0.368,-0.104,0.098
0.465,-0.104,0.246,0.246,0.145,-0.071,0.108,0.027,0.027,0.274,-0.229,-0.03,-0.03,0.115,0.115,-0.434,-0.434,0.016,0.072,-0.162
-0.306,0.225,-0.078,-0.078,-0.085,0.209,-0.215,0.123,0.123,0.198,-0.465,-0.147,-0.147,0.142,0.142,-0.351,-0.351,0.164,0.356,0.09
0.151,-0.129,-0.146,-0.146,-0.235,0.147,-0.155,0.317,0.317,0.282,-0.024,0.283,0.283,0.38,0.38,-0.155,-0.155,0.383,0.056,0.463
