0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.193,-0.193,-0.016,0.023,0.19,-0.13,0.243,-0.296,-0.296,0.104,0.104,-0.112,-0.112,-0.122,0.363,-0.061,-0.061,0.082,0.125,-0.132
-0.051,-0.051,0.151,-0.013,0.209,-0.356,-0.073,0.125,0.125,-0.191,-0.191,-0.13,-0.13,-0.072,-0.067,0.109,0.109,-0.028,0.02,-0.1
-0.125,-0.125,-0.337,0.254,-0.458,0.395,-0.221,0.224,0.224,-0.272,-0.272,-0.211,-0.211,0.123,0.349,0.015,0.015,-0.151,-0.1,-0.023
0.021,0.021,-0.215,0.076,-0.206,0.126,-0.074,-0.183,-0.183,-0.014,-0.014,-0.615,-0.615,0.148,0.337,0.515,0.515,0.17,0.261,-0.383
0.177,0.177,0.156,0.232,0.003,-0.252,-0.028,0.051,0.051,0.152,0.152,0.113,0.113,0.298,-0.055,-0.191,-0.191,0.119,0.11,-0.167
-0.311,-0.311,-0.259,0.392,-0.147,-0.029,-0.17,-0.156,-0.156,0.134,0.134,-0.04,-0.04,-0.058,-0.208,-0.047,-0.047,0.324,0.321,-0.306
-0.128,-0.128,-0.222,-0.04,-0.363,0.148,0.189,-0.001,-0.001,0.069,0.069,0.158,0.158,-0.199,0.039,-0.142,-0.142,0.414,0.381,-0.228
-0.127,-0.127,0.059,-0.309,-0.022,-0.029,-0.128,-0.042,-0.042,0.026,0.026,-0.085,-0.085,-0.073,-0.097,-0.018,-0.018,-0.289,-0.303,0.298
-0.119,-0.119,0.252,-0.147,-0.063,-0.042,-0.203,-0.009,-0.009,-0.052,-0.052,-0.16,-0.16,0.576,-0.065,0.276,0.276,0.163,0.166,-0.081
-0.124,-0.124,-0.306,0.122,-0.128,0.21,-0.106,0.044,0.044,-0.258,-0.258,0.083,0.083,0.464,0.243,-0.205,-0.205,-0.216,-0.209,0.147
-0.074,-0.074,0.024,0.295,0.057,-0.112,-0.07,-0.129,-0.129,0.07,0.07,0.052,0.052,-0.216,0.061,-0.02,-0.02,-0.486,-0.482,0.388
-0.052,-0.052,0.128,-0.162,-0.315,0.148,0.55,-0.09,-0.09,-0.121,-0.121,0.03,0.03,0.058,-0.123,-0.086,-0.086,-0.133,-0.106,0.026
-0.414,-0.414,0.235,-0.261,-0.201,0.478,-0.118,0.282,0.282,-0.176,-0.176,-0.076,-0.076,-0.065,-0.189,0.049,0.049,0.013,0.051,-0.21
0.144,0.144,-0.181,-0.232,0.148,-0.127,0.172,-0.004,-0.004,0.248,0.248,0.11,0.11,0.227,-0.305,-0.089,-0.089,-0.009,-0.027,0.034
-0.048,-0.048,0.134,0.141,0.197,-0.18,0.428,-0.142,-0.142,0.374,0.374,-0.011,-0.011,0.023,-0.312,0.228,0.228,-0.182,-0.244,0.404
0.02,0.02,0.177,-0.426,0.069,-0.294,0.273,-0.19,-0.19,0.406,0.406,-0.112,-0.112,0.051,0.165,0.137,0.137,0.187,0.186,-0.192
0.118,0.118,0.025,-0.225,-0.419,-0.206,-0.308,0.038,0.038,0.06,0.06,0.18,0.18,-0.323,-0.04,-0.089,-0.089,0.16,0.103,0.084
0.174,0.174,-0.508,0.141,-0.149,-0.128,0.166,0.099,0.099,0.14,0.14,0.011,0.011,-0.186,0.198,0.049,0.049,-0.073,-0.077,0.005
-0.068,-0.068,0.256,-0.219,-0.021,0.308,-0.095,0.261,0.261,-0.29,-0.29,-0.016,-0.016,-0.104,0.421,-0.181,-0.181,0.198,0.208,-0.292
-0.017,-0.017,-0.192,0.185,0.297,0.017,0.087,0.439,0.439,-0.197,-0.197,0.162,0.162,-0.013,0.133,-0.26,-0.26,0.32,0.285,-0.215
