0,1,2,3,4,5,6,7,8,9
-0.247,-0.405,-0.018,-0.142,-0.142,-0.485,-0.485,-0.393,-0.118,-0.118
-0.264,-0.261,-0.458,0.4,0.4,0.375,0.375,-0.042,0.05,0.05
0.255,-0.195,-0.184,-0.093,-0.093,0.346,0.346,-0.138,0.11,0.11
0.067,0.235,0.044,-0.227,-0.227,0.009,0.009,-0.119,0.078,0.078
-0.442,-0.458,-0.653,-0.487,-0.487,-0.035,-0.035,-0.405,-0.458,-0.458
0.04,-0.031,0.232,0.236,0.236,0.348,0.348,0.571,0.361,0.361
0.397,-0.321,-0.059,-0.176,-0.176,0.073,0.073,-0.491,-0.476,-0.476
0.567,-0.484,-0.322,-0.149,-0.149,-0.235,-0.235,-0.09,-0.034,-0.034
0.075,0.329,-0.406,-0.017,-0.017,-0.218,-0.218,-0.249,-0.293,-0.293
0.342,0.135,-0.037,-0.12,-0.12,-0.024,-0.024,-0.096,-0.117,-0.117
