0,1,2,3,4,5,6,7,8,9
0.159,0.499,0.645,0.807,0.807,0.772,0.772,0.77,0.952,0.887
0.14,0.353,0.493,0.789,0.789,0.842,0.842,0.699,0.703,0.703
0.135,0.301,0.518,0.856,0.856,0.782,0.782,0.692,0.696,0.696
0.134,0.34,0.516,0.793,0.793,0.85,0.85,0.604,0.688,0.842
0.137,0.295,0.75,0.75,0.867,0.867,0.505,0.614,0.614,0.634
0.14,0.305,0.86,0.86,0.838,0.79,0.79,0.504,0.622,0.622
0.141,0.306,0.516,0.669,0.669,0.757,0.757,0.878,0.84,0.772
0.141,0.367,0.567,0.567,0.883,0.883,0.779,0.779,0.836,0.792
0.18,0.364,1.015,0.768,0.768,0.625,0.625,0.802,0.802,0.816
0.137,0.3,0.478,0.697,0.697,0.78,0.78,0.86,0.86,0.791
