0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,-0.011,0.011,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.274,0.274,-0.252,0.252,0.0,0.0,0.0
0.0,0.0,0.0,0.171,-0.171,0.02,-0.02,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0,-0.098,0.098,0.0,0.0,0.0
0.0,0.0,0.0,0.12,-0.12,0.412,-0.412,0.0,0.0,0.0
0.0,0.0,0.0,-0.325,0.325,-0.056,0.056,0.0,0.0,0.0
0.0,0.0,0.0,-0.183,0.183,-0.031,0.031,0.0,0.0,0.0
0.0,0.0,0.0,0.142,-0.142,0.142,-0.142,0.0,0.0,0.0
0.0,0.0,0.0,-0.158,0.158,0.209,-0.209,0.0,0.0,0.0
0.0,0.0,0.0,-0.153,0.153,0.009,-0.009,0.0,0.0,0.0
