9,10,8,5,4,7,6
7,6,5,4,8,10,9
5,4,7,6,10,9,8
7,6,10,5,4,9,8
6,5,4,3,9,8,10
4,3,7,6,5,10,9
8,7,6,9,5,4,10
6,5,8,7,9,4,3
3,10,5,4,9,8,7
9,8,10,7,6,5,4
