0,1,2,3,4,5,6,7,8,9
0.032,0.032,-0.346,0.228,0.086,-0.419,0.533,0.533,0.365,0.674
0.331,0.331,-0.209,0.073,-0.335,0.134,-0.144,-0.144,-0.058,-0.385
0.288,0.288,-0.275,0.207,-0.161,0.017,0.166,0.166,0.364,0.01
0.145,0.145,0.14,0.402,0.594,-0.38,-0.48,-0.48,0.134,-0.403
0.5,0.5,0.241,-0.199,-0.027,0.225,0.027,0.027,0.111,0.239
0.123,0.123,-0.176,-0.507,-0.148,-0.089,0.246,0.246,0.536,-0.001
0.16,0.16,0.475,0.475,0.65,0.104,0.336,0.336,0.023,0.144
0.053,0.053,-0.57,-0.19,0.071,-0.118,-0.293,-0.293,-0.072,-0.158
-0.016,-0.016,-0.304,-0.007,0.201,0.638,-0.091,-0.091,-0.623,-0.188
0.015,0.015,-0.099,0.424,0.103,0.414,0.095,0.095,0.138,0.311
