5,4,9,8,10,7,
2,1,7,6,9,8,10.0
2,1,6,7,9,8,
2,1,7,6,9,8,10.0
6,2,1,9,10,8,
6,2,1,9,10,8,7.0
6,3,2,8,7,10,
5,4,7,6,10,9,
2,1,7,6,10,9,
2,1,6,9,10,8,
