0,1,2,3,4,5,6,7,8,9
0.051,0.051,0.359,0.134,0.048,-0.066,-0.066,-0.559,-0.559,0.152
0.317,0.317,0.164,-0.095,0.416,0.188,0.188,0.255,0.255,-0.304
0.155,0.155,0.295,0.09,0.331,0.284,0.284,-0.103,-0.103,-0.33
0.004,0.004,-0.121,0.538,-0.495,-0.38,-0.38,0.511,0.511,-0.402
0.496,0.496,-0.292,-0.102,-0.059,0.386,0.386,-0.079,-0.079,0.023
-0.138,-0.138,0.206,-0.422,-0.129,0.201,0.201,-0.001,-0.001,-0.511
0.209,0.209,-0.384,0.569,-0.599,0.243,0.243,-0.192,-0.192,-0.012
0.15,0.15,0.565,-0.16,-0.206,-0.152,-0.152,0.312,0.312,-0.117
0.071,0.071,0.372,-0.048,-0.18,0.236,0.236,-0.141,-0.141,0.574
-0.02,-0.02,0.096,0.369,0.133,0.445,0.445,-0.074,-0.074,0.1
