0,1,2,3,4,5,6,7,8,9
-0.022,-0.022,-0.394,-0.228,-0.075,-0.334,-0.334,-0.662,-0.662,-0.637
-0.316,-0.316,-0.169,-0.085,0.351,0.137,0.137,0.21,0.21,0.431
-0.289,-0.289,-0.309,-0.212,0.207,-0.253,-0.253,-0.195,-0.195,-0.098
-0.188,-0.188,0.07,-0.37,-0.595,-0.296,-0.296,0.343,0.343,0.401
-0.494,-0.494,0.295,0.159,-0.004,0.006,0.006,-0.203,-0.203,-0.144
-0.068,-0.068,-0.128,0.506,0.083,-0.26,-0.26,-0.193,-0.193,0.212
-0.068,-0.068,0.371,-0.465,-0.644,0.12,0.12,-0.26,-0.26,0.023
-0.039,-0.039,-0.546,0.211,-0.122,-0.103,-0.103,0.19,0.19,0.356
0.012,0.012,-0.404,0.096,-0.185,0.601,0.601,0.17,0.17,-0.204
0.009,0.009,-0.112,-0.457,-0.051,0.22,0.22,-0.108,-0.108,0.061
