0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.763,0.763,0.832,0.832,0.849,0.849,0.709,0.666,0.608,0.392,0.392,0.266,0.214,-0.009,-0.009,0.007,0.027,0.027,0.076,0.087,0.105,0.105
0.882,0.858,0.858,0.804,0.708,0.708,0.684,0.566,0.469,0.327,0.279,0.226,-0.029,-0.029,0.129,0.12,0.014,0.014,0.025,0.095,0.061,0.058
0.75,0.75,0.877,0.857,0.759,0.741,0.741,0.533,0.533,0.555,0.302,0.225,0.162,-0.021,-0.021,0.004,0.026,0.026,0.123,0.093,0.069,0.08
0.936,0.795,0.795,0.807,0.807,0.753,0.693,0.574,0.503,0.394,0.28,0.17,0.17,-0.023,-0.023,0.016,0.016,0.029,0.116,0.067,0.075,0.085
0.856,0.856,0.895,0.855,0.855,0.747,0.716,0.674,0.493,0.493,0.293,0.207,0.173,-0.019,-0.019,0.013,0.024,0.024,0.119,0.093,0.075,0.083
0.823,0.823,0.898,0.784,0.784,0.768,0.607,0.607,0.539,0.448,0.295,0.185,0.185,-0.016,-0.016,0.006,0.023,0.023,0.107,0.089,0.075,0.075
0.772,0.772,0.849,0.849,0.795,0.795,0.68,0.571,0.571,0.549,0.294,0.203,0.18,-0.018,-0.018,0.013,0.013,0.111,0.085,0.082,0.071,0.027
0.948,0.948,0.813,0.783,0.783,0.731,0.731,0.604,0.493,0.493,0.492,0.26,0.206,-0.018,-0.018,0.006,0.027,0.027,0.125,0.084,0.084,0.079
0.938,0.878,0.878,0.79,0.79,0.805,0.65,0.65,0.455,0.455,0.285,-0.022,-0.022,0.171,0.171,0.015,0.015,0.029,0.121,0.07,0.08,0.091
0.833,0.833,0.921,0.831,0.831,0.754,0.657,0.616,0.504,0.504,0.269,0.198,-0.021,-0.021,0.16,0.018,0.018,0.028,0.11,0.096,0.079,0.069
0.859,0.859,0.893,0.854,0.854,0.739,0.739,0.674,0.484,0.484,0.299,0.201,0.18,-0.019,-0.019,0.013,0.024,0.024,0.119,0.077,0.084,0.091
0.903,0.903,0.911,0.888,0.888,0.781,0.781,0.756,0.756,0.594,0.511,0.511,-0.013,-0.01,0.266,0.038,0.038,0.081,0.101,0.112,0.174,0.223
0.936,0.766,0.766,0.785,0.744,0.744,0.666,0.577,0.577,0.44,0.274,0.177,0.177,-0.021,-0.021,0.116,0.085,0.079,0.061,0.001,0.016,0.028
0.873,0.873,0.837,0.837,0.855,0.729,0.664,0.664,0.53,0.439,0.3,0.184,0.184,-0.019,-0.019,0.017,0.017,0.029,0.113,0.087,0.087,0.076
