0,1,2,3,4,5,6,7,8,9,10
0.623,-0.017,-0.017,-0.373,-0.373,-0.086,0.154,-0.339,0.059,0.059,-0.078
0.39,-0.195,-0.195,0.228,0.228,0.199,-0.044,-0.167,0.495,0.495,-0.231
-0.49,0.262,0.262,0.102,0.102,0.414,-0.243,0.034,0.138,0.138,-0.216
0.171,-0.194,-0.194,0.125,0.125,0.223,-0.541,-0.169,-0.246,-0.246,0.192
0.083,-0.095,-0.095,-0.065,-0.065,-0.095,-0.336,-0.199,0.38,0.38,-0.095
0.083,-0.113,-0.113,0.455,0.455,0.034,-0.184,0.667,-0.195,-0.195,-0.302
0.287,-0.239,-0.239,0.184,0.184,0.267,-0.17,0.272,0.117,0.117,0.433
-0.018,-0.016,-0.016,0.146,0.146,-0.431,0.289,-0.282,-0.25,-0.25,0.155
0.006,-0.026,-0.026,0.058,0.058,-0.677,0.526,0.175,-0.198,-0.198,0.637
-0.023,-0.065,-0.065,-0.045,-0.045,-0.081,0.097,-0.388,-0.105,-0.105,0.104
-0.305,0.667,0.667,-0.335,-0.335,-0.025,-0.279,0.09,-0.204,-0.204,0.357
