0,1,2,3,4,5,6,7,8,9,10
-0.645,-0.645,-0.558,-0.558,0.512,0.512,-0.419,-0.397,-0.374,-0.12,0.178
-0.04,-0.04,0.583,0.583,-0.193,-0.193,-0.27,-0.337,0.061,0.308,-0.348
0.161,0.161,-0.183,-0.183,0.164,0.164,-0.055,-0.212,0.37,0.271,-0.44
0.018,0.018,0.133,0.133,0.0,0.0,0.537,0.037,-0.198,0.125,-0.046
0.088,0.088,0.144,0.144,-0.169,-0.169,0.156,-0.162,0.348,0.038,-0.189
0.035,0.035,-0.01,-0.01,-0.104,-0.104,0.038,-0.086,0.089,0.203,-0.256
-0.167,-0.167,-0.106,-0.106,0.129,0.129,0.155,0.295,0.411,-0.014,0.059
0.017,0.017,0.306,0.306,0.111,0.111,-0.283,-0.169,0.072,-0.154,-0.066
-0.037,-0.037,-0.068,-0.068,-0.007,-0.007,-0.55,-0.704,0.394,0.839,-0.707
0.163,0.163,0.327,0.327,-0.001,-0.001,-0.13,-0.122,-0.358,0.131,0.003
0.156,0.156,-0.049,-0.049,0.061,0.061,0.107,-0.151,0.306,0.114,-0.206
