0,1,2,3,4,5,6,7,8,9,10
0.665,0.665,0.037,-0.181,0.751,0.751,0.14,0.14,0.186,0.186,-0.085
0.221,0.221,0.314,0.335,-0.155,-0.155,-0.437,-0.437,-0.072,-0.072,0.066
-0.324,-0.324,-0.401,-0.349,-0.051,-0.051,-0.278,-0.278,0.255,0.255,0.209
0.086,0.086,-0.049,0.123,-0.198,-0.198,0.311,0.311,-0.095,-0.095,-0.203
-0.022,-0.022,-0.009,0.207,0.0,0.0,0.307,0.307,-0.559,-0.559,-0.657
-0.065,-0.065,0.039,-0.089,0.114,0.114,0.478,0.478,-0.425,-0.425,-0.321
0.154,0.154,0.724,-0.499,-0.009,-0.009,0.11,0.11,-0.046,-0.046,-0.128
0.098,0.098,0.002,0.173,0.019,0.019,0.044,0.044,0.17,0.17,-0.32
-0.142,-0.142,-0.403,-0.189,0.068,0.068,-0.408,-0.408,0.159,0.159,0.264
-0.052,-0.052,-0.115,0.588,-0.051,-0.051,-0.121,-0.121,-0.004,-0.004,0.212
-0.362,-0.362,0.19,-0.085,0.172,0.172,-0.171,-0.171,0.427,0.427,0.368
