0,1,2,3,4,5,6,7,8,9,10
0.727,-0.09,-0.09,0.238,0.225,-0.223,-0.223,0.143,0.143,-0.244,0.007
0.238,-0.34,-0.34,0.282,-0.028,-0.069,-0.069,0.129,0.129,0.388,-0.164
0.357,0.592,0.592,-0.006,0.095,0.326,0.326,0.118,0.118,0.384,-0.284
0.129,-0.154,-0.154,-0.839,-0.267,0.084,0.084,0.023,0.023,0.201,-0.137
-0.043,-0.006,-0.006,-0.171,0.111,-0.144,-0.144,-0.23,-0.23,-0.163,0.416
0.136,-0.176,-0.176,-0.259,0.821,0.101,0.101,-0.176,-0.176,-0.061,0.158
-0.117,-0.141,-0.141,-0.067,0.104,-0.489,-0.489,-0.056,-0.056,-0.18,-0.069
0.047,0.052,0.052,0.08,-0.363,0.582,0.582,-0.625,-0.625,-0.574,0.6
0.198,0.007,0.007,0.078,-0.084,-0.101,-0.101,-0.242,-0.242,-0.242,0.196
-0.128,-0.033,-0.033,0.152,-0.157,0.06,0.06,-0.425,-0.425,-0.257,0.391
0.423,0.386,0.386,0.154,-0.082,-0.451,-0.451,-0.184,-0.184,-0.293,0.346
