0,1,2,3,4,5,6,7,8,9,10
0.272,0.272,0.191,0.191,-0.292,-0.292,-0.111,0.433,0.099,0.424,0.422
0.34,0.34,-0.051,-0.051,0.218,0.218,0.108,-0.452,-0.156,-0.06,0.13
-0.631,-0.631,-0.169,-0.169,0.187,0.187,0.049,0.01,-0.027,-0.208,0.081
0.368,0.368,-0.091,-0.091,0.332,0.332,-0.068,-0.033,0.016,-0.455,-0.276
0.084,0.084,0.188,0.188,0.198,0.198,0.833,-0.374,0.378,0.004,0.259
-0.195,-0.195,0.242,0.242,-0.49,-0.49,0.388,-0.258,0.107,-0.264,-0.053
0.162,0.162,0.132,0.132,-0.099,-0.099,-0.167,-0.027,0.459,0.59,0.155
0.11,0.11,-0.113,-0.113,0.285,0.285,0.299,0.499,0.302,0.249,0.511
0.085,0.085,-0.22,-0.22,0.223,0.223,-0.02,-0.247,0.678,0.064,0.6
-0.034,-0.034,0.305,0.305,0.178,0.178,0.076,-0.288,-0.049,-0.109,0.039
-0.424,-0.424,0.375,0.375,0.237,0.237,-0.019,0.087,0.216,-0.264,0.077
