0,1,2,3,4,5,6,7,8,9,10
-0.111,0.111,0.0,0.002,-0.002,-0.052,0.052,-0.357,0.357,0.0,0.0
0.081,-0.081,0.0,-0.068,0.068,-0.124,0.124,0.201,-0.201,0.0,0.0
-0.186,0.186,0.0,0.107,-0.107,-0.057,0.057,0.145,-0.145,0.0,0.0
-0.043,0.043,0.0,0.088,-0.088,0.122,-0.122,-0.163,0.163,0.0,0.0
-0.048,0.048,0.0,-0.17,0.17,-0.259,0.259,0.218,-0.218,0.0,0.0
0.16,-0.16,0.0,0.32,-0.32,0.041,-0.041,0.123,-0.123,0.0,0.0
0.201,-0.201,0.0,0.0,-0.0,0.0,-0.0,-0.148,0.148,0.0,0.0
0.007,-0.007,0.0,-0.033,0.033,-0.255,0.255,-0.178,0.178,0.0,0.0
0.038,-0.038,0.0,0.349,-0.349,0.379,-0.379,0.0,-0.0,0.0,0.0
-0.09,0.09,0.0,0.39,-0.39,0.274,-0.274,0.097,-0.097,0.0,0.0
0.0,-0.0,0.0,0.107,-0.107,0.043,-0.043,-0.326,0.326,0.0,0.0
