0,1,2,3,4,5,6,7,8,9,10
-0.586,-0.586,-0.054,-0.054,0.235,0.235,-0.306,0.55,-0.356,-0.356,-0.27
-0.192,-0.192,-0.296,-0.296,0.167,0.167,0.057,-0.492,0.403,0.403,0.034
0.232,0.232,-0.002,-0.002,-0.206,-0.206,0.281,0.063,-0.402,-0.402,0.219
-0.105,-0.105,0.548,0.548,-0.194,-0.194,-0.294,-0.05,0.053,0.053,0.066
0.055,0.055,-0.085,-0.085,0.175,0.175,-0.21,-0.384,0.251,0.251,-0.156
0.112,0.112,-0.072,-0.072,0.622,0.622,0.467,0.155,-0.326,-0.326,0.705
-0.285,-0.285,0.164,0.164,0.331,0.331,0.402,-0.058,0.292,0.292,-0.263
0.005,0.005,0.02,0.02,-0.179,-0.179,-0.315,0.317,0.129,0.129,-0.313
0.121,0.121,-0.063,-0.063,-0.051,-0.051,-0.375,-0.198,0.2,0.2,-0.258
-0.067,-0.067,-0.136,-0.136,0.338,0.338,-0.022,-0.227,0.425,0.425,0.198
0.3,0.3,0.379,0.379,-0.054,-0.054,0.271,0.288,-0.076,-0.076,-0.28
