0,1,2,3,4,5,6,7,8,9,10
0.027,-0.027,0.22,-0.22,0.058,-0.058,0.0,0.0,0.0,0.0,0.0
0.002,-0.002,-0.275,0.275,0.101,-0.101,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,-0.262,0.262,0.199,-0.199,0.0,0.0,0.0,0.0,0.0
0.037,-0.037,-0.33,0.33,0.129,-0.129,0.0,0.0,0.0,0.0,0.0
0.016,-0.016,0.03,-0.03,0.105,-0.105,0.0,0.0,0.0,0.0,0.0
-0.032,0.032,-0.272,0.272,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
-0.006,0.006,-0.303,0.303,-0.162,0.162,0.0,0.0,0.0,0.0,0.0
0.004,-0.004,-0.173,0.173,0.062,-0.062,0.0,0.0,0.0,0.0,0.0
0.018,-0.018,-0.072,0.072,0.183,-0.183,0.0,0.0,0.0,0.0,0.0
0.018,-0.018,-0.122,0.122,-0.051,0.051,0.0,0.0,0.0,0.0,0.0
-0.03,0.03,0.0,-0.0,0.258,-0.258,0.0,0.0,0.0,0.0,0.0
