0,1,2,3,4,5,6,7,8,9,10
0.271,0.271,0.185,0.029,0.029,0.1,0.1,-0.091,-0.091,-0.372,-0.24
-0.379,-0.379,-0.032,0.189,0.189,0.177,0.177,-0.066,-0.066,-0.08,-0.176
0.448,0.448,-0.221,-0.114,-0.114,-0.193,-0.193,0.471,0.471,0.273,0.524
0.128,0.128,-0.734,-0.27,-0.27,-0.281,-0.281,0.129,0.129,0.099,-0.097
-0.147,-0.147,-0.366,0.354,0.354,0.436,0.436,-0.251,-0.251,-0.073,-0.033
0.044,0.044,-0.147,-0.464,-0.464,-0.297,-0.297,0.26,0.26,-0.305,0.369
-0.258,-0.258,-0.182,0.54,0.54,0.333,0.333,0.038,0.038,-0.679,0.036
-0.061,-0.061,0.135,-0.185,-0.185,-0.144,-0.144,-0.141,-0.141,0.221,-0.049
0.036,0.036,0.296,0.433,0.433,-0.049,-0.049,0.054,0.054,-0.185,-0.242
0.078,0.078,0.115,-0.031,-0.031,-0.341,-0.341,0.207,0.207,0.345,-0.462
-0.144,-0.144,-0.263,-0.082,-0.082,-0.214,-0.214,0.181,0.181,0.095,0.463
