0,1,2,3,4,5,6,7,8,9,10
0.044,0.044,0.816,-0.056,0.202,-0.371,-0.103,-0.103,-0.423,0.309,0.013
0.392,0.392,0.363,0.082,0.191,0.014,-0.237,-0.237,0.62,-0.424,-0.105
-0.647,-0.647,-0.176,-0.002,-0.129,0.561,0.057,0.057,0.318,-0.264,-0.158
0.19,0.19,0.315,-0.142,-0.476,0.125,0.025,0.025,0.055,0.014,-0.185
0.004,0.004,0.091,0.115,-0.467,-0.225,0.004,0.004,0.435,-0.669,0.6
0.159,0.159,0.139,0.759,-0.239,0.14,0.043,0.043,0.124,-0.063,0.105
0.076,0.076,-0.037,0.08,-0.202,-0.55,0.183,0.183,-0.191,0.033,-0.15
0.1,0.1,0.067,0.068,0.041,0.39,0.637,0.637,-0.054,-0.346,0.666
0.056,0.056,0.15,0.141,0.153,-0.05,0.247,0.247,0.027,0.141,-0.019
-0.084,-0.084,0.096,-0.179,0.363,-0.034,0.0,0.0,0.258,-0.208,0.254
-0.269,-0.269,0.086,-0.564,-0.455,-0.045,0.014,0.014,-0.15,0.139,0.169
