0,1,2,3,4,5,6,7,8,9,10
-0.212,-0.212,0.168,0.168,0.187,0.187,0.337,0.6,0.07,0.07,0.105
0.525,0.525,-0.083,-0.083,-0.089,-0.089,0.031,0.559,-0.399,-0.399,0.359
0.093,0.093,0.542,0.542,0.339,0.339,0.324,0.331,-0.235,-0.235,0.164
0.012,0.012,0.173,0.173,0.187,0.187,0.21,0.009,-0.101,-0.101,-0.418
0.148,0.148,-0.041,-0.041,-0.262,-0.262,-0.161,0.264,0.187,0.187,-0.409
0.041,0.041,0.013,0.013,0.44,0.44,-0.15,0.072,0.141,0.141,-0.192
-0.121,-0.121,-0.481,-0.481,-0.279,-0.279,-0.671,-0.334,0.674,0.674,-0.64
-0.496,-0.496,0.154,0.154,-0.297,-0.297,-0.16,-0.0,0.187,0.187,-0.055
-0.137,-0.137,0.04,0.04,0.046,0.046,-0.056,-0.117,0.261,0.261,-0.038
-0.025,-0.025,0.323,0.323,0.152,0.152,0.388,0.134,-0.072,-0.072,0.146
-0.137,-0.137,-0.166,-0.166,-0.266,-0.266,-0.242,0.025,-0.303,-0.303,0.137
