0,1,2,3,4,5,6,7,8,9,10
-0.101,0.101,0.0,-0.155,0.155,0.0,0.101,-0.101,-0.064,0.064,0.0
-0.074,0.074,0.0,-0.085,0.085,0.0,-0.31,0.31,-0.124,0.124,0.0
0.0,-0.0,0.0,0.18,-0.18,0.0,-0.027,0.027,0.062,-0.062,0.0
-0.236,0.236,0.0,0.067,-0.067,0.0,-0.121,0.121,-0.21,0.21,0.0
0.156,-0.156,0.0,-0.355,0.355,0.0,-0.221,0.221,0.306,-0.306,0.0
-0.36,0.36,0.0,0.327,-0.327,0.0,0.275,-0.275,0.271,-0.271,0.0
-0.021,0.021,0.0,-0.046,0.046,0.0,0.261,-0.261,-0.43,0.43,0.0
0.109,-0.109,0.0,0.0,-0.0,0.0,0.0,-0.0,0.187,-0.187,0.0
-0.055,0.055,0.0,-0.159,0.159,0.0,-0.405,0.405,0.0,-0.0,0.0
0.227,-0.227,0.0,0.077,-0.077,0.0,-0.113,0.113,-0.091,0.091,0.0
0.426,-0.426,0.0,0.243,-0.243,0.0,0.314,-0.314,-0.129,0.129,0.0
