0,1,2,3,4,5,6,7,8,9,10
0.498,0.5,0.5,-0.014,-0.014,0.423,-0.223,0.196,-0.129,-0.391,-0.391
0.317,0.169,0.169,-0.022,-0.022,-0.128,-0.397,-0.432,0.331,0.163,0.163
-0.471,-0.224,-0.224,-0.188,-0.188,0.294,-0.052,-0.017,0.071,0.02,0.02
0.269,0.229,0.229,-0.054,-0.054,-0.206,-0.188,0.029,-0.44,0.349,0.349
0.074,0.066,0.066,0.129,0.129,0.147,-0.11,0.158,-0.318,0.63,0.63
-0.149,-0.15,-0.15,0.28,0.28,0.093,-0.309,0.212,-0.093,0.23,0.23
0.408,0.368,0.368,0.131,0.131,-0.081,0.513,0.252,0.304,-0.037,-0.037
0.048,0.014,0.014,-0.119,-0.119,-0.098,-0.172,-0.038,-0.299,-0.176,-0.176
0.13,0.138,0.138,-0.153,-0.153,0.106,-0.11,0.549,0.611,-0.229,-0.229
-0.034,0.02,0.02,0.414,0.414,-0.351,-0.379,-0.382,-0.027,0.177,0.177
-0.378,-0.419,-0.419,0.232,0.232,0.704,0.445,0.438,0.094,-0.122,-0.122
