0,1,2,3,4,5,6,7,8,9,10
-0.005,0.005,0.099,-0.099,-0.181,0.181,0.0,0.0,0.0,0.0,0.0
-0.153,0.153,-0.1,0.1,0.267,-0.267,0.0,0.0,0.0,0.0,0.0
0.17,-0.17,0.212,-0.212,0.322,-0.322,0.0,0.0,0.0,0.0,0.0
-0.052,0.052,0.024,-0.024,0.262,-0.262,0.0,0.0,0.0,0.0,0.0
0.082,-0.082,-0.092,0.092,-0.119,0.119,0.0,0.0,0.0,0.0,0.0
-0.365,0.365,-0.112,0.112,0.295,-0.295,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,-0.267,0.267,-0.217,0.217,0.0,0.0,0.0,0.0,0.0
0.144,-0.144,-0.144,0.144,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
-0.069,0.069,0.014,-0.014,0.241,-0.241,0.0,0.0,0.0,0.0,0.0
0.131,-0.131,-0.071,0.071,0.182,-0.182,0.0,0.0,0.0,0.0,0.0
-0.022,0.022,0.0,-0.0,-0.134,0.134,0.0,0.0,0.0,0.0,0.0
