0,1,2,3,4,5,6,7,8,9,10
-0.209,-0.209,-0.017,-0.017,0.305,0.014,0.014,0.195,-0.045,-0.206,-0.206
-0.12,-0.12,0.045,0.045,-0.249,0.25,0.25,-0.116,-0.588,-0.194,-0.194
0.128,0.128,-0.244,-0.244,0.393,0.022,0.022,0.077,-0.259,-0.246,-0.246
-0.111,-0.111,0.034,0.034,0.052,-0.142,-0.142,-0.266,-0.199,-0.469,-0.469
0.023,0.023,0.217,0.217,-0.265,0.558,0.558,0.004,-0.316,-0.01,-0.01
-0.026,-0.026,-0.68,-0.68,0.477,0.323,0.323,-0.081,0.066,0.183,0.183
-0.405,-0.405,0.085,0.085,-0.031,-0.184,-0.184,0.785,-0.14,0.275,0.275
0.056,0.056,0.378,0.378,-0.426,0.141,0.141,-0.166,-0.102,-0.348,-0.348
0.018,0.018,0.027,0.027,0.188,-0.073,-0.073,0.268,-0.599,-0.077,-0.077
0.116,0.116,-0.084,-0.084,-0.311,0.147,0.147,-0.379,-0.229,-0.076,-0.076
0.53,0.53,-0.311,-0.311,0.276,-0.148,-0.148,0.071,-0.031,-0.206,-0.206
