0,1,2,3,4,5,6,7,8,9,10
0.114,-0.114,0.0,0.0,0.0,0.0,-0.149,0.149,0.0,0.0,0.0
-0.065,0.065,0.0,0.0,0.0,0.0,0.03,-0.03,0.0,0.0,0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.047,-0.047,0.0,0.0,0.0
0.248,-0.248,0.0,0.0,0.0,0.0,-0.027,0.027,0.0,0.0,0.0
0.15,-0.15,0.0,0.0,0.0,0.0,-0.033,0.033,0.0,0.0,0.0
-0.11,0.11,0.0,0.0,0.0,0.0,0.403,-0.403,0.0,0.0,0.0
-0.039,0.039,0.0,0.0,0.0,0.0,-0.347,0.347,0.0,0.0,0.0
0.057,-0.057,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.013,-0.013,0.0,0.0,0.0,0.0,-0.037,0.037,0.0,0.0,0.0
0.123,-0.123,0.0,0.0,0.0,0.0,0.339,-0.339,0.0,0.0,0.0
-0.364,0.364,0.0,0.0,0.0,0.0,0.04,-0.04,0.0,0.0,0.0
