0,1,2,3,4,5,6,7,8,9,10
-0.373,-0.373,0.284,0.245,0.245,0.425,0.425,0.11,0.11,0.311,0.225
-0.219,-0.219,0.178,-0.052,-0.052,-0.145,-0.145,-0.094,-0.094,-0.039,0.279
0.348,0.348,-0.039,-0.043,-0.043,-0.185,-0.185,-0.259,-0.259,-0.137,-0.385
-0.191,-0.191,-0.717,0.077,0.077,0.057,0.057,-0.133,-0.133,-0.264,0.108
-0.028,-0.028,-0.068,-0.144,-0.144,-0.071,-0.071,0.141,0.141,-0.091,0.137
-0.179,-0.179,0.024,-0.033,-0.033,0.058,0.058,0.129,0.129,-0.059,-0.41
-0.106,-0.106,-0.033,0.605,0.605,0.58,0.58,0.215,0.215,0.421,0.342
0.153,0.153,0.291,0.082,0.082,0.032,0.032,0.108,0.108,-0.199,-0.121
-0.056,-0.056,0.27,0.096,0.096,0.059,0.059,0.586,0.586,0.239,-0.218
-0.103,-0.103,0.205,-0.251,-0.251,-0.105,-0.105,0.031,0.031,-0.356,0.014
0.664,0.664,-0.407,-0.146,-0.146,-0.101,-0.101,0.093,0.093,0.633,-0.587
