0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.032,-0.115,-0.115,-0.132,-0.4,0.012,-0.049,-0.049,-0.039,-0.039,-0.152,0.023,-0.01,-0.01
-0.008,0.222,0.222,0.075,0.148,0.357,0.007,0.007,-0.249,-0.249,-0.209,0.388,-0.097,-0.097
-0.007,0.224,0.224,0.112,0.129,0.215,-0.057,-0.057,0.252,0.252,0.119,0.504,0.253,0.253
-0.22,-0.479,-0.479,0.213,-0.21,-0.228,0.396,0.396,-0.124,-0.124,-0.209,-0.036,-0.025,-0.025
-0.127,0.052,0.052,-0.339,-0.055,0.08,-0.084,-0.084,-0.039,-0.039,-0.074,0.187,0.248,0.248
-0.107,0.216,0.216,0.262,-0.06,0.33,0.188,0.188,0.12,0.12,0.153,0.027,-0.053,-0.053
0.099,-0.055,-0.055,0.651,-0.545,-0.395,-0.107,-0.107,0.112,0.112,0.201,0.073,-0.269,-0.269
-0.287,-0.029,-0.029,-0.159,0.245,0.208,0.083,0.083,0.645,0.645,0.735,0.173,-0.137,-0.137
0.12,-0.164,-0.164,-0.011,-0.253,-0.152,0.504,0.504,-0.212,-0.212,-0.278,0.022,0.53,0.53
-0.335,0.069,0.069,-0.287,0.124,-0.063,-0.196,-0.196,-0.036,-0.036,-0.005,-0.17,-0.383,-0.383
-0.277,-0.111,-0.111,0.304,0.143,0.08,-0.137,-0.137,-0.229,-0.229,-0.196,-0.462,0.367,0.367
-0.564,0.05,0.05,0.285,0.03,0.079,0.184,0.184,-0.091,-0.091,-0.097,0.117,0.071,0.071
-0.538,0.059,0.059,-0.165,-0.491,-0.509,0.043,0.043,0.271,0.271,0.356,0.411,0.13,0.13
-0.138,-0.0,-0.0,-0.052,0.226,0.402,0.191,0.191,-0.046,-0.046,0.119,-0.311,-0.118,-0.118
