0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.12,-0.12,0.0,0.0,0.0,-0.07,0.07,-0.03,0.03,0.0,0.0,0.081,-0.081
0.0,0.127,-0.127,0.0,0.0,0.0,0.084,-0.084,0.164,-0.164,0.0,0.0,0.129,-0.129
0.0,-0.042,0.042,0.0,0.0,0.0,-0.026,0.026,-0.024,0.024,0.0,0.0,0.134,-0.134
0.0,0.0,-0.0,0.0,0.0,0.0,-0.272,0.272,0.155,-0.155,0.0,0.0,-0.037,0.037
0.0,0.063,-0.063,0.0,0.0,0.0,0.106,-0.106,0.308,-0.308,0.0,0.0,0.065,-0.065
0.0,0.048,-0.048,0.0,0.0,0.0,0.193,-0.193,0.045,-0.045,0.0,0.0,0.018,-0.018
0.0,0.19,-0.19,0.0,0.0,0.0,-0.234,0.234,-0.022,0.022,0.0,0.0,0.042,-0.042
0.0,0.052,-0.052,0.0,0.0,0.0,-0.072,0.072,0.0,-0.0,0.0,0.0,0.165,-0.165
0.0,-0.307,0.307,0.0,0.0,0.0,0.0,-0.0,0.079,-0.079,0.0,0.0,0.0,-0.0
0.0,0.249,-0.249,0.0,0.0,0.0,-0.238,0.238,0.148,-0.148,0.0,0.0,-0.024,0.024
0.0,0.246,-0.246,0.0,0.0,0.0,-0.129,0.129,-0.081,0.081,0.0,0.0,-0.21,0.21
0.0,-0.443,0.443,0.0,0.0,0.0,0.279,-0.279,0.095,-0.095,0.0,0.0,0.042,-0.042
0.0,-0.171,0.171,0.0,0.0,0.0,0.218,-0.218,0.023,-0.023,0.0,0.0,0.147,-0.147
0.0,-0.187,0.187,0.0,0.0,0.0,-0.003,0.003,-0.191,0.191,0.0,0.0,-0.166,0.166
