0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.03,0.03,0.09,0.081,0.525,-0.038,-0.125,0.503,0.137,0.137,0.016,0.528,-0.43,0.39
-0.272,-0.272,0.069,-0.046,0.069,0.094,0.158,0.055,0.501,0.501,0.092,0.308,-0.223,0.207
-0.21,-0.21,-0.188,0.194,-0.102,-0.094,-0.248,0.011,0.049,0.049,-0.183,-0.114,-0.137,0.124
-0.115,-0.115,0.201,0.165,-0.026,0.297,0.052,0.241,-0.287,-0.287,-0.337,-0.095,0.09,-0.144
-0.038,-0.038,-0.202,0.334,0.414,0.259,0.02,0.199,0.012,0.012,0.31,-0.363,0.219,-0.168
-0.03,-0.03,0.384,0.151,0.154,0.083,0.02,0.137,0.296,0.296,0.086,-0.033,0.044,0.063
0.153,0.153,0.586,-0.021,-0.234,-0.19,0.028,0.146,0.365,0.365,-0.344,0.008,0.039,-0.012
-0.387,-0.387,-0.155,-0.109,0.249,-0.506,-0.563,0.145,0.071,0.071,0.272,-0.271,0.241,-0.033
-0.247,-0.247,0.109,0.156,0.367,0.387,0.41,0.549,0.156,0.156,0.476,0.471,-0.63,0.702
-0.051,-0.051,-0.332,0.086,0.128,0.356,0.174,0.074,0.08,0.08,-0.059,0.13,0.077,-0.006
0.126,0.126,0.323,-0.23,-0.236,0.425,0.254,-0.214,0.196,0.196,0.204,0.183,-0.353,0.415
0.019,0.019,0.344,-0.038,-0.203,-0.11,-0.349,-0.118,-0.048,-0.048,0.225,-0.096,0.18,-0.177
0.185,0.185,0.045,-0.473,0.342,-0.232,-0.425,0.45,0.235,0.235,0.409,-0.265,0.158,-0.001
-0.261,-0.261,-0.095,-0.685,0.177,0.045,0.111,0.127,-0.398,-0.398,-0.241,-0.215,0.21,-0.196
