0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.049,-0.049,0.192,-0.254,-0.05,-0.05,0.089,-0.06,0.11,0.11,-0.515,-0.538,-0.299,0.275
0.251,0.251,0.447,0.174,0.032,0.032,-0.005,0.117,0.058,0.058,-0.418,-0.337,-0.098,0.244
-0.027,-0.027,0.059,0.085,-0.264,-0.264,0.074,-0.15,-0.18,-0.18,0.093,0.086,0.424,-0.303
-0.16,-0.16,0.126,0.235,0.488,0.488,-0.479,0.407,-0.013,-0.013,0.075,0.014,0.257,-0.189
-0.083,-0.083,-0.09,-0.447,-0.037,-0.037,-0.24,0.392,0.065,0.065,0.093,-0.067,-0.078,0.176
0.425,0.425,0.571,0.251,-0.014,-0.014,-0.12,0.047,-0.181,-0.181,0.069,-0.314,-0.26,0.303
0.045,0.045,-0.084,0.461,0.098,0.098,0.228,-0.267,-0.281,-0.281,-0.065,-0.412,-0.022,0.157
-0.103,-0.103,0.286,-0.052,0.145,0.145,0.138,-0.429,-0.578,-0.578,0.178,-0.252,-0.54,0.514
0.034,0.034,0.04,0.079,0.298,0.298,0.037,0.17,0.361,0.361,-0.01,-0.433,-0.42,0.405
-0.089,-0.089,-0.151,-0.217,-0.038,-0.038,-0.463,0.387,-0.071,-0.071,-0.143,-0.134,-0.187,0.121
-0.032,-0.032,0.114,0.349,-0.189,-0.189,-0.404,0.317,0.382,0.382,0.308,0.039,-0.218,0.073
0.038,0.038,0.057,0.289,-0.091,-0.091,-0.368,0.247,-0.055,-0.055,-0.288,0.066,0.069,-0.026
0.239,0.239,-0.418,-0.324,0.311,0.311,-0.275,-0.098,-0.32,-0.32,0.073,-0.174,-0.124,0.305
-0.098,-0.098,0.325,0.03,-0.223,-0.223,-0.153,-0.185,-0.077,-0.077,0.541,0.106,0.101,-0.219
