0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.996,0.949,0.755,0.755,0.203,0.203,0.048,0.048,0.127,0.752,0.698,0.429,0.429,0.472
0.836,0.836,0.951,0.894,0.709,0.709,0.093,0.115,0.232,0.232,0.341,0.591,0.507,0.543
0.929,0.929,0.719,0.719,0.193,0.193,0.082,0.095,0.71,0.71,0.553,0.32,0.32,0.42
1.068,-0.069,0.82,0.82,0.184,0.184,0.642,0.642,0.701,0.347,0.347,0.537,0.401,0.469
0.058,0.666,0.666,0.941,0.86,0.843,0.695,0.695,0.235,0.235,0.249,0.484,0.402,0.402
0.902,0.902,0.93,-0.063,0.779,0.059,0.1,0.709,0.573,0.573,0.476,0.25,0.293,0.353
0.922,0.878,0.878,0.675,0.675,0.727,0.082,0.119,0.261,0.261,0.41,0.41,0.357,0.548
0.935,0.935,0.77,0.77,0.513,0.513,0.053,0.053,0.628,0.628,0.141,0.444,0.444,0.315
