0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,0.01,-0.01,0.027,-0.027,-0.005,0.005,0.0,0.0,0.0,-0.078,0.078,0.0
0.0,0.0,0.241,-0.241,-0.069,0.069,0.021,-0.021,0.0,0.0,0.0,0.15,-0.15,0.0
0.0,0.0,-0.044,0.044,-0.459,0.459,0.057,-0.057,0.0,0.0,0.0,0.118,-0.118,0.0
0.0,0.0,0.009,-0.009,0.093,-0.093,-0.078,0.078,0.0,0.0,0.0,-0.126,0.126,0.0
0.0,0.0,0.012,-0.012,-0.087,0.087,0.0,-0.0,0.0,0.0,0.0,0.178,-0.178,0.0
0.0,0.0,-0.16,0.16,0.113,-0.113,0.068,-0.068,0.0,0.0,0.0,0.033,-0.033,0.0
0.0,0.0,0.083,-0.083,0.263,-0.263,0.084,-0.084,0.0,0.0,0.0,0.031,-0.031,0.0
0.0,0.0,0.287,-0.287,0.0,-0.0,0.039,-0.039,0.0,0.0,0.0,-0.011,0.011,0.0
0.0,0.0,0.061,-0.061,0.065,-0.065,0.036,-0.036,0.0,0.0,0.0,-0.136,0.136,0.0
0.0,0.0,0.276,-0.276,0.195,-0.195,0.024,-0.024,0.0,0.0,0.0,0.078,-0.078,0.0
0.0,0.0,0.004,-0.004,0.029,-0.029,0.076,-0.076,0.0,0.0,0.0,-0.144,0.144,0.0
0.0,0.0,0.025,-0.025,-0.073,0.073,-0.171,0.171,0.0,0.0,0.0,0.112,-0.112,0.0
0.0,0.0,0.0,-0.0,-0.326,0.326,-0.059,0.059,0.0,0.0,0.0,-0.13,0.13,0.0
0.0,0.0,-0.15,0.15,-0.017,0.017,0.079,-0.079,0.0,0.0,0.0,0.0,-0.0,0.0
