0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.286,0.094,0.094,-0.175,-0.175,0.673,0.116,-0.123,-0.275,-0.275,-0.064,-0.064,-0.426,-0.024
-0.161,-0.157,-0.157,-0.064,-0.064,0.144,0.124,0.054,-0.13,-0.13,-0.199,-0.199,-0.087,-0.52
-0.189,-0.26,-0.26,-0.19,-0.19,0.315,0.178,0.041,0.061,0.061,-0.446,-0.446,0.19,-0.63
-0.104,-0.081,-0.081,0.476,0.476,-0.081,0.4,0.1,-0.061,-0.061,-0.061,-0.061,-0.003,-0.183
0.344,0.2,0.2,-0.193,-0.193,0.266,0.442,0.069,0.162,0.162,0.177,0.177,0.532,0.01
-0.227,-0.111,-0.111,-0.05,-0.05,0.174,0.043,0.103,0.241,0.241,0.154,0.154,0.123,-0.076
-0.383,-0.139,-0.139,0.177,0.177,0.37,-0.25,0.042,0.246,0.246,0.038,0.038,-0.111,-0.332
0.095,-0.103,-0.103,0.046,0.046,-0.021,0.018,0.38,0.571,0.571,0.235,0.235,0.129,0.054
0.089,0.04,0.04,0.196,0.196,-0.017,-0.013,-0.161,-0.068,-0.068,0.092,0.092,0.3,-0.218
0.242,0.023,0.023,0.065,0.065,0.092,0.296,0.158,0.153,0.153,0.237,0.237,-0.23,0.121
-0.39,-0.286,-0.286,0.21,0.21,0.032,0.081,0.259,0.097,0.097,0.352,0.352,0.414,0.267
-0.33,-0.132,-0.132,-0.139,-0.139,-0.174,0.547,0.4,-0.088,-0.088,-0.29,-0.29,-0.118,-0.111
0.428,0.575,0.575,-0.179,-0.179,-0.219,0.24,0.619,0.275,0.275,-0.123,-0.123,0.262,-0.175
-0.091,-0.364,-0.364,-0.002,-0.002,0.308,-0.262,0.384,0.193,0.193,-0.08,-0.08,0.224,-0.049
