0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.199,-0.199,0.032,-0.032,0.0,0.0,0.0,-0.134,0.134,0.178,-0.178,0.0,0.0
0.0,-0.189,0.189,-0.226,0.226,0.0,0.0,0.0,0.199,-0.199,0.177,-0.177,0.0,0.0
0.0,0.056,-0.056,-0.325,0.325,0.0,0.0,0.0,-0.222,0.222,0.0,-0.0,0.0,0.0
0.0,-0.034,0.034,0.0,-0.0,0.0,0.0,0.0,0.037,-0.037,-0.037,0.037,0.0,0.0
0.0,0.128,-0.128,0.022,-0.022,0.0,0.0,0.0,0.318,-0.318,0.291,-0.291,0.0,0.0
0.0,-0.27,0.27,0.023,-0.023,0.0,0.0,0.0,0.08,-0.08,-0.09,0.09,0.0,0.0
0.0,0.063,-0.063,-0.293,0.293,0.0,0.0,0.0,0.111,-0.111,-0.155,0.155,0.0,0.0
0.0,-0.026,0.026,0.01,-0.01,0.0,0.0,0.0,0.0,-0.0,-0.01,0.01,0.0,0.0
0.0,-0.039,0.039,0.326,-0.326,0.0,0.0,0.0,0.083,-0.083,0.22,-0.22,0.0,0.0
0.0,0.189,-0.189,-0.198,0.198,0.0,0.0,0.0,0.113,-0.113,-0.197,0.197,0.0,0.0
0.0,-0.019,0.019,-0.022,0.022,0.0,0.0,0.0,-0.058,0.058,-0.019,0.019,0.0,0.0
0.0,-0.179,0.179,0.277,-0.277,0.0,0.0,0.0,-0.017,0.017,0.221,-0.221,0.0,0.0
0.0,0.0,-0.0,0.147,-0.147,0.0,0.0,0.0,-0.119,0.119,0.143,-0.143,0.0,0.0
0.0,0.051,-0.051,0.044,-0.044,0.0,0.0,0.0,-0.07,0.07,-0.099,0.099,0.0,0.0
