0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.351,0.043,-0.084,-0.084,0.118,0.118,-0.252,-0.252,0.124,-0.057,-0.057,-0.214,0.044,0.441
0.228,-0.279,-0.208,-0.208,0.079,0.079,-0.141,-0.141,0.018,-0.015,-0.015,-0.413,-0.069,-0.246
-0.169,-0.059,-0.159,-0.159,0.075,0.075,-0.057,-0.057,0.41,0.129,0.129,-0.018,0.289,0.407
0.069,-0.432,0.053,0.053,-0.276,-0.276,0.18,0.18,-0.12,0.471,0.471,0.057,0.036,0.216
0.242,-0.358,0.027,0.027,0.219,0.219,-0.185,-0.185,-0.059,-0.177,-0.177,-0.373,0.251,-0.116
0.556,-0.022,0.069,0.069,0.079,0.079,-0.159,-0.159,0.052,-0.006,-0.006,-0.428,0.144,-0.056
-0.367,0.217,-0.472,-0.472,0.044,0.044,-0.278,-0.278,0.419,-0.041,-0.041,-0.219,-0.045,-0.062
0.043,0.147,0.214,0.214,0.487,0.487,0.168,0.168,-0.168,-0.164,-0.164,0.159,-0.344,-0.247
0.097,0.109,0.571,0.571,-0.211,-0.211,0.438,0.438,-0.499,0.542,0.542,-0.38,0.531,0.586
-0.182,-0.418,-0.08,-0.08,0.041,0.041,-0.059,-0.059,-0.043,0.032,0.032,0.204,-0.153,-0.2
-0.219,-0.116,-0.076,-0.076,0.093,0.093,0.168,0.168,-0.347,0.2,0.2,-0.341,0.575,0.054
-0.421,-0.553,0.051,0.051,0.299,0.299,0.108,0.108,-0.078,-0.232,-0.232,-0.131,-0.083,-0.011
0.116,-0.105,0.115,0.115,0.306,0.306,0.048,0.048,0.358,-0.009,-0.009,-0.169,0.212,0.24
0.083,0.124,0.078,0.078,0.197,0.197,-0.005,-0.005,-0.293,-0.17,-0.17,-0.194,-0.13,-0.085
