0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.295,-0.295,0.016,0.016,0.126,0.126,0.183,0.229,-0.265,-0.265,-0.344,-0.119,-0.119,-0.139
-0.183,-0.183,-0.318,-0.318,0.066,0.066,0.047,0.111,-0.075,-0.075,-0.214,-0.029,-0.029,-0.043
-0.053,-0.053,0.028,0.028,-0.173,-0.173,0.029,0.088,0.101,0.101,-0.101,-0.186,-0.186,-0.063
0.21,0.21,0.171,0.171,0.002,0.002,-0.408,-0.211,-0.417,-0.417,0.28,-0.016,-0.016,0.346
-0.34,-0.34,-0.125,-0.125,-0.043,-0.043,-0.047,0.104,0.132,0.132,-0.296,-0.306,-0.306,-0.317
-0.199,-0.199,-0.358,-0.358,-0.154,-0.154,-0.114,-0.046,-0.077,-0.077,-0.296,-0.02,-0.02,-0.241
0.459,0.459,-0.248,-0.248,-0.162,-0.162,0.044,0.013,0.1,0.1,-0.491,0.147,0.147,-0.115
-0.252,-0.252,-0.212,-0.212,-0.556,-0.556,-0.153,-0.104,0.163,0.163,-0.251,-0.156,-0.156,-0.439
0.095,0.095,-0.049,-0.049,0.06,0.06,0.076,0.087,-0.441,-0.441,-0.248,-0.569,-0.569,-0.433
-0.085,-0.085,-0.076,-0.076,0.055,0.055,-0.332,-0.159,0.122,0.122,-0.09,0.329,0.329,0.102
0.165,0.165,-0.107,-0.107,0.051,0.051,-0.385,-0.404,0.397,0.397,-0.151,-0.276,-0.276,-0.306
0.185,0.185,0.23,0.23,-0.166,-0.166,-0.263,-0.096,-0.258,-0.258,0.147,-0.214,-0.214,-0.066
0.003,0.003,-0.149,-0.149,-0.473,-0.473,-0.483,-0.464,-0.121,-0.121,-0.236,-0.274,-0.274,-0.33
-0.188,-0.188,0.28,0.28,-0.175,-0.175,-0.436,-0.662,-0.208,-0.208,0.315,0.298,0.298,0.293
