0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.553,0.553,0.128,0.128,-0.017,-0.017,0.139,0.139,-0.382,-0.382,0.135,0.235,0.235,0.074
-0.319,-0.319,0.246,0.246,-0.011,-0.011,0.384,0.384,0.387,0.387,0.634,-0.198,-0.198,-0.0
-0.001,-0.001,0.164,0.164,0.082,0.082,0.05,0.05,-0.171,-0.171,-0.112,0.607,0.607,0.173
-0.005,-0.005,-0.031,-0.031,-0.165,-0.165,0.075,0.075,0.074,0.074,0.012,-0.05,-0.05,0.627
0.205,0.205,-0.061,-0.061,-0.142,-0.142,0.3,0.3,0.164,0.164,0.028,-0.082,-0.082,-0.579
-0.203,-0.203,0.077,0.077,0.067,0.067,-0.081,-0.081,0.289,0.289,-0.311,-0.176,-0.176,0.061
-0.003,-0.003,0.433,0.433,-0.163,-0.163,-0.142,-0.142,-0.078,-0.078,0.051,-0.127,-0.127,0.068
-0.081,-0.081,-0.208,-0.208,0.007,0.007,0.194,0.194,0.012,0.012,-0.136,-0.073,-0.073,0.097
0.026,0.026,-0.478,-0.478,0.192,0.192,-0.04,-0.04,0.418,0.418,0.137,0.24,0.24,0.321
0.216,0.216,-0.07,-0.07,-0.266,-0.266,0.114,0.114,-0.162,-0.162,-0.149,-0.197,-0.197,0.1
-0.417,-0.417,0.22,0.22,-0.234,-0.234,0.033,0.033,0.45,0.45,-0.446,0.1,0.1,-0.276
-0.117,-0.117,-0.107,-0.107,0.461,0.461,0.551,0.551,0.03,0.03,0.188,-0.181,-0.181,-0.157
0.195,0.195,-0.183,-0.183,0.361,0.361,0.273,0.273,-0.091,-0.091,-0.134,-0.07,-0.07,-0.002
0.277,0.277,-0.159,-0.159,0.013,0.013,-0.184,-0.184,0.092,0.092,-0.394,-0.092,-0.092,0.067
