0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.182,0.182,-0.109,-0.109,0.029,0.086,0.086,0.379,0.379,0.307,-0.105,0.072,0.049,-0.119,-0.15,-0.224,-0.224,-0.097,0.128,0.128,0.376,-0.445
0.019,0.019,0.078,0.078,0.071,0.094,0.094,0.099,0.099,0.027,0.018,0.175,0.216,-0.193,-0.101,-0.333,-0.333,0.296,-0.359,-0.359,-0.498,0.339
-0.214,-0.214,0.37,0.37,-0.298,-0.311,-0.311,-0.396,-0.396,-0.339,0.068,0.221,0.149,-0.344,-0.332,-0.229,-0.229,0.381,-0.4,-0.4,0.007,0.042
-0.059,-0.059,0.254,0.254,-0.035,-0.026,-0.026,-0.028,-0.028,-0.079,0.103,-0.064,0.031,0.121,0.107,0.404,0.404,0.032,-0.016,-0.016,0.1,-0.002
0.169,0.169,0.032,0.032,0.155,0.091,0.091,0.017,0.017,-0.026,-0.382,0.195,0.134,0.197,-0.279,-0.245,-0.245,-0.077,0.078,0.078,-0.141,0.04
0.089,0.089,-0.455,-0.455,0.531,0.476,0.476,0.303,0.303,0.38,0.244,0.268,0.214,0.076,-0.193,-0.168,-0.168,0.093,-0.065,-0.065,-0.15,0.072
0.156,0.156,-0.269,-0.269,0.214,0.225,0.225,0.218,0.218,0.25,-0.163,0.173,0.204,-0.044,0.264,0.027,0.027,0.551,-0.499,-0.499,-0.037,0.109
-0.039,-0.039,-0.011,-0.011,-0.139,-0.155,-0.155,-0.118,-0.118,-0.067,-0.422,0.001,-0.176,-0.238,0.066,0.062,0.062,0.102,-0.106,-0.106,-0.227,0.025
-0.036,-0.036,0.075,0.075,0.133,0.081,0.081,0.091,0.091,0.14,0.096,0.009,-0.001,0.08,0.141,0.324,0.324,-0.183,0.16,0.16,0.388,-0.487
0.119,0.119,0.072,0.072,0.015,0.038,0.038,0.107,0.107,0.138,0.108,0.381,0.386,-0.287,0.527,-0.074,-0.074,-0.21,0.255,0.255,0.239,-0.191
0.124,0.124,-0.006,-0.006,-0.04,0.03,0.03,0.018,0.018,0.014,-0.2,0.204,0.096,-0.194,-0.298,0.251,0.251,-0.027,0.071,0.071,0.173,-0.016
0.032,0.032,-0.067,-0.067,0.116,0.118,0.118,0.073,0.073,0.103,-0.181,0.043,0.055,0.163,-0.013,0.16,0.16,-0.347,0.335,0.335,-0.047,0.135
0.25,0.25,-0.058,-0.058,0.101,0.057,0.057,0.008,0.008,-0.156,0.185,-0.052,-0.131,-0.113,0.266,0.174,0.174,0.099,-0.131,-0.131,-0.026,0.15
0.358,0.358,-0.124,-0.124,-0.09,0.013,0.013,0.1,0.1,0.071,0.503,-0.105,0.006,0.027,-0.112,-0.096,-0.096,-0.048,0.064,0.064,-0.174,0.067
-0.006,-0.006,0.202,0.202,-0.323,-0.278,-0.278,0.013,0.013,0.075,0.151,0.458,0.494,0.266,-0.012,0.089,0.089,-0.244,0.2,0.2,0.037,-0.067
-0.11,-0.11,-0.239,-0.239,0.108,0.069,0.069,-0.26,-0.26,-0.324,0.055,0.228,0.356,0.225,0.167,0.153,0.153,-0.257,0.24,0.24,0.317,-0.203
-0.282,-0.282,0.282,0.282,-0.204,-0.231,-0.231,-0.123,-0.123,-0.134,0.145,-0.162,-0.155,0.044,0.16,-0.158,-0.158,-0.062,0.096,0.096,-0.173,0.232
0.037,0.037,-0.072,-0.072,-0.134,-0.071,-0.071,0.17,0.17,0.2,0.183,-0.13,-0.046,-0.013,-0.052,0.156,0.156,0.148,-0.191,-0.191,0.034,0.107
0.068,0.068,-0.012,-0.012,-0.069,0.02,0.02,-0.036,-0.036,-0.036,0.094,-0.301,-0.233,0.498,0.083,-0.041,-0.041,-0.156,0.143,0.143,0.171,-0.304
0.04,0.04,0.286,0.286,-0.283,-0.273,-0.273,-0.084,-0.084,-0.065,0.045,0.118,0.163,0.32,0.057,-0.075,-0.075,0.199,-0.152,-0.152,-0.068,0.14
0.141,0.141,-0.215,-0.215,0.192,0.222,0.222,0.223,0.223,0.296,-0.26,-0.228,-0.33,-0.088,0.279,-0.084,-0.084,-0.013,-0.054,-0.054,-0.195,0.329
-0.272,-0.272,0.303,0.303,-0.43,-0.353,-0.353,-0.436,-0.436,-0.48,-0.153,0.327,0.163,-0.253,0.205,-0.032,-0.032,0.048,-0.045,-0.045,-0.173,0.121
