0,1,2,3,4,5,6,7,8,9
-0.32,0.293,-0.14,0.005,0.005,0.581,0.581,-0.45,-0.2,-0.256
0.374,0.369,0.448,0.511,0.511,0.051,0.051,-0.433,-0.2,0.135
-0.013,0.232,-0.24,-0.371,-0.371,-0.313,-0.313,0.049,-0.038,0.483
0.372,0.495,-0.122,0.189,0.189,-0.23,-0.23,0.028,-0.228,-0.611
0.657,0.049,0.308,-0.229,-0.229,0.164,0.164,-0.161,0.034,0.041
-0.252,-0.084,-0.126,0.388,0.388,0.113,0.113,-0.525,-0.579,-0.252
-0.027,0.437,0.061,0.062,0.062,0.053,0.053,0.34,0.406,-0.002
0.008,0.048,0.028,0.106,0.106,0.363,0.363,-0.158,-0.576,-0.069
-0.167,0.421,0.769,0.101,0.101,-0.299,-0.299,0.356,0.025,0.055
0.308,-0.314,-0.024,0.033,0.033,0.247,0.247,0.193,0.18,0.487
