0,1,2,3,4,5,6,7,8,9
0.067,0.785,0.785,0.812,0.812,0.796,0.463,0.577,0.577,0.612
0.076,0.399,0.537,0.537,0.805,0.805,0.776,0.776,0.844,0.844
0.06,0.501,0.501,0.589,0.589,0.8,0.8,0.784,0.784,0.822
0.088,0.354,0.428,0.649,0.649,0.843,0.843,0.826,0.772,0.621
0.069,0.379,0.469,0.586,0.791,0.791,0.735,0.846,0.846,0.829
0.064,0.759,0.759,0.877,0.42,0.676,0.676,0.556,0.64,0.712
0.064,0.827,0.827,0.817,0.817,0.805,0.597,0.597,0.422,0.477
0.061,0.484,0.484,0.737,0.737,0.601,0.601,0.843,0.746,0.746
0.065,0.425,0.767,0.767,0.516,0.608,0.608,0.845,0.845,0.752
0.176,0.824,0.824,0.421,0.737,0.737,0.804,0.638,0.638,0.629
