0,1,2,3,4,5,6,7,8,9
0.0,0.181,-0.181,0.117,-0.117,0.0,0.0,0.116,-0.116,0.0
0.0,0.0,0.061,-0.061,0.205,-0.205,0.102,-0.102,0.029,-0.029
0.0,0.014,-0.014,0.111,-0.111,0.182,-0.182,0.128,-0.128,0.0
0.0,0.0,0.0,0.092,-0.092,0.063,-0.063,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.132,-0.132,0.0,0.079,-0.079,0.0
0.0,0.27,-0.27,0.0,0.0,0.102,-0.102,0.0,0.0,0.0
0.0,0.245,-0.245,0.207,-0.207,0.0,0.019,-0.019,0.0,0.0
0.0,0.031,-0.031,0.209,-0.209,0.096,-0.096,0.0,0.014,-0.014
0.0,0.0,0.188,-0.188,0.0,0.093,-0.093,0.047,-0.047,0.0
0.0,0.281,-0.281,0.0,0.13,-0.13,0.0,0.031,-0.031,0.0
