5,4,6,3,2,9,8,
6,5,10,9,8,7,4,
10,9,8,7,6,5,4,
7,6,8,9,5,4,10,
9,8,6,5,10,7,4,
4,3,2,7,6,9,10,
5,4,3,2,6,8,7,
8,10,9,5,4,7,6,
9,8,4,3,7,6,10,
3,2,7,6,5,9,8,10.0
