4,5,6,7,3,1,2,8.0,10.0
1,2,3,4,5,6,7,8.0,
1,2,3,4,5,6,7,8.0,
1,4,2,3,5,6,8,9.0,10.0
1,2,5,3,4,6,7,10.0,9.0
1,2,4,3,5,6,7,,
1,2,3,4,5,10,9,6.0,7.0
1,2,3,10,9,4,5,8.0,6.0
1,2,4,5,3,6,7,10.0,9.0
1,4,5,2,3,8,6,7.0,10.0
1,2,3,4,5,10,9,7.0,6.0
1,2,3,4,5,6,7,8.0,
1,2,3,4,5,6,7,8.0,10.0
1,2,3,4,5,6,7,8.0,10.0
