0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.121,-0.121,0.097,-0.097,0.0,0.0
0.0,0.0,0.259,-0.259,0.053,-0.053,0.074,-0.074,0.004,-0.004
0.0,0.0,0.234,-0.234,0.094,-0.094,0.0,0.019,-0.019,0.0
0.0,0.0,0.0,0.0,0.109,-0.109,0.088,-0.088,0.01,-0.01
0.0,0.0,0.235,-0.235,0.186,-0.186,0.0,0.0,0.018,-0.018
0.0,0.0,0.23,-0.23,0.0,0.08,-0.08,0.0,0.044,-0.044
0.0,0.0,0.0,0.053,-0.053,0.0,0.075,-0.075,0.0,0.0
0.0,0.0,0.193,-0.193,0.059,-0.059,0.041,-0.041,0.057,-0.057
0.0,0.0,0.0,0.0,0.183,-0.183,0.093,-0.093,0.034,-0.034
0.0,0.0,0.0,0.196,-0.196,0.11,-0.11,0.051,-0.051,0.0
