0,1,2,3,4,5,6,7,8,9
0.09,0.264,0.517,0.667,0.818,0.818,0.804,0.804,0.729,0.794
0.089,0.223,0.743,0.743,0.853,0.853,0.62,0.62,0.622,0.622
0.091,0.262,0.809,0.809,0.842,0.842,0.572,0.756,0.756,0.639
0.091,0.244,0.52,0.601,0.768,0.768,0.896,0.896,0.859,0.859
0.094,0.25,0.813,0.813,0.852,0.852,0.475,0.831,0.624,0.624
0.089,0.243,0.709,0.709,0.568,0.652,0.652,0.877,0.796,0.796
0.093,0.219,0.464,0.832,0.832,0.84,0.685,0.685,0.731,0.656
0.089,0.228,0.801,0.801,0.842,0.842,0.612,0.612,0.654,0.654
0.091,0.24,0.495,0.583,0.8,0.8,0.741,0.741,0.852,0.852
0.103,0.247,0.581,0.712,0.712,0.775,0.775,0.9,0.9,0.741
