3,1,2,6,7,4,5,26,25,16,15,24,23,28,27,21,22,17.0,18.0
4,5,3,1,2,8,6,7,11,12,9,10,14,13,15,16,18,19.0,
21,24,23,22,15,16,28,29,2,1,30,26,27,13,14,20,17,18.0,
1,2,5,6,8,9,25,24,3,4,14,12,13,28,15,16,11,10.0,29.0
3,4,5,1,2,8,9,6,7,10,11,16,17,14,15,13,12,,
3,8,9,10,6,7,11,4,5,14,13,12,1,2,17,16,15,22.0,
3,5,4,7,6,11,10,9,8,13,12,2,1,14,19,18,16,,
1,2,3,4,5,6,7,14,8,9,11,10,17,13,12,18,26,19.0,25.0
6,7,5,8,11,3,4,14,13,17,9,10,1,2,15,16,12,,
5,6,7,8,9,3,4,10,11,12,13,1,2,19,14,15,16,20.0,25.0
