0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.252,-0.202,-0.202,0.148,0.263,0.263,0.216,0.195,0.0,-0.057,-0.164,-0.209,0.113,0.233,0.233,0.092,-0.522,-0.376
-0.385,-0.144,-0.144,-0.042,0.14,0.14,-0.464,0.302,-0.293,0.15,-0.24,-0.337,0.083,0.067,0.067,-0.085,0.316,0.263
-0.002,0.135,0.135,0.353,-0.09,-0.09,-0.224,0.049,-0.056,0.073,-0.144,0.053,-0.228,-0.154,-0.154,-0.027,-0.172,-0.376
-0.447,-0.325,-0.325,-0.319,-0.137,-0.137,0.021,0.197,-0.061,-0.248,-0.003,-0.232,0.028,0.004,0.004,0.226,-0.277,-0.276
0.41,0.376,0.376,-0.442,-0.268,-0.268,0.013,0.212,0.068,-0.163,-0.308,0.263,0.133,-0.011,-0.011,0.46,-0.17,-0.331
-0.086,0.17,0.17,0.492,0.027,0.027,-0.027,-0.294,0.368,-0.3,-0.359,-0.24,-0.021,0.04,0.04,0.105,0.142,0.195
-0.053,-0.264,-0.264,0.129,0.354,0.354,0.15,-0.226,-0.524,0.458,-0.092,0.101,0.47,-0.081,-0.081,0.244,0.134,-0.036
-0.349,-0.127,-0.127,-0.137,0.085,0.085,0.032,-0.003,-0.144,0.539,0.205,0.416,0.42,0.078,0.078,-0.112,-0.348,-0.307
-0.146,0.042,0.042,-0.05,-0.106,-0.106,-0.292,-0.06,0.279,0.128,0.187,0.033,0.172,-0.09,-0.09,0.137,0.25,0.235
-0.272,-0.309,-0.309,-0.092,0.398,0.398,-0.079,-0.155,0.11,-0.278,0.105,0.034,-0.093,-0.445,-0.445,0.04,-0.118,-0.031
0.229,0.36,0.36,-0.226,-0.024,-0.024,-0.121,-0.289,-0.031,0.228,-0.259,-0.525,0.135,-0.093,-0.093,-0.122,-0.055,0.015
0.089,0.304,0.304,0.264,-0.37,-0.37,-0.371,-0.015,-0.234,0.132,0.057,0.102,0.281,0.062,0.062,-0.08,-0.129,-0.11
-0.245,-0.153,-0.153,-0.232,0.12,0.12,-0.042,-0.16,-0.098,-0.034,-0.469,0.24,-0.249,0.237,0.237,-0.38,0.054,0.189
0.081,0.025,0.025,-0.196,0.118,0.118,-0.454,-0.232,-0.106,0.012,0.357,-0.001,0.048,0.237,0.237,-0.115,0.104,-0.012
-0.013,0.133,0.133,0.1,0.007,0.007,-0.152,0.071,-0.4,0.197,0.09,-0.048,-0.242,0.043,0.043,0.462,-0.34,-0.113
-0.077,-0.299,-0.299,-0.177,-0.137,-0.137,0.113,0.13,0.11,-0.02,-0.299,-0.254,-0.384,-0.167,-0.167,0.117,0.073,0.002
0.024,-0.075,-0.075,0.089,0.082,0.082,-0.382,-0.36,0.141,0.164,-0.243,0.252,0.227,-0.115,-0.115,0.072,-0.128,0.011
-0.244,-0.222,-0.222,0.063,0.408,0.408,-0.173,-0.552,0.336,-0.246,0.0,-0.002,-0.236,0.203,0.203,0.454,-0.295,-0.459
