0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.18,0.18,-0.198,-0.302,0.107,0.107,-0.121,0.028,0.028,0.062,0.068,-0.432,0.229,0.229,-0.293,-0.293,-0.157,-0.157
0.257,0.257,0.073,0.074,-0.311,-0.311,0.262,0.165,0.165,0.409,-0.304,-0.046,-0.277,-0.277,-0.115,-0.115,-0.196,-0.196
0.147,0.147,-0.086,0.103,-0.157,-0.157,-0.123,-0.046,-0.046,0.091,-0.193,0.138,0.071,0.071,0.014,0.014,-0.012,-0.012
-0.047,-0.047,-0.263,0.09,0.179,0.179,0.149,0.061,0.061,0.002,0.102,-0.326,0.064,0.064,-0.074,-0.074,-0.262,-0.262
-0.272,-0.272,0.504,0.145,0.215,0.215,-0.334,-0.084,-0.084,0.053,-0.308,0.298,0.098,0.098,0.033,0.033,-0.152,-0.152
0.193,0.193,-0.171,0.143,-0.303,-0.303,-0.012,-0.194,-0.194,-0.231,-0.268,-0.08,-0.261,-0.261,0.03,0.03,0.078,0.078
0.134,0.134,-0.133,-0.131,-0.029,-0.029,0.135,0.581,0.581,-0.641,-0.233,0.272,-0.042,-0.042,0.31,0.31,0.231,0.231
-0.013,-0.013,0.074,0.137,-0.097,-0.097,0.136,0.238,0.238,-0.204,0.2,0.066,0.413,0.413,0.047,0.047,0.163,0.163
0.052,0.052,-0.282,0.484,0.011,0.011,-0.137,-0.118,-0.118,0.145,0.13,0.021,-0.037,-0.037,0.237,0.237,-0.129,-0.129
0.334,0.334,-0.003,-0.125,-0.25,-0.25,0.472,-0.176,-0.176,0.223,0.14,-0.096,0.155,0.155,0.453,0.453,0.185,0.185
-0.174,-0.174,0.366,0.431,-0.089,-0.089,-0.08,0.149,0.149,-0.213,-0.141,-0.445,-0.152,-0.152,0.091,0.091,0.164,0.164
-0.143,-0.143,-0.059,0.144,-0.009,-0.009,-0.254,0.234,0.234,-0.121,0.077,-0.036,0.218,0.218,0.041,0.041,0.338,0.338
0.059,0.059,-0.1,0.222,-0.026,-0.026,0.169,0.136,0.136,-0.165,-0.514,0.47,-0.082,-0.082,-0.267,-0.267,0.193,0.193
0.326,0.326,0.528,-0.002,-0.189,-0.189,0.18,0.158,0.158,-0.251,0.329,-0.098,0.018,0.018,-0.265,-0.265,0.084,0.084
0.053,0.053,0.136,0.181,-0.156,-0.156,-0.101,0.297,0.297,-0.246,0.156,-0.161,0.156,0.156,0.07,0.07,-0.132,-0.132
-0.025,-0.025,0.02,-0.442,0.273,0.273,0.069,-0.255,-0.255,0.17,-0.324,-0.058,-0.158,-0.158,0.178,0.178,0.063,0.063
0.108,0.108,0.202,-0.252,-0.091,-0.091,0.156,-0.08,-0.08,0.039,-0.172,0.212,0.052,0.052,0.182,0.182,-0.172,-0.172
0.231,0.231,-0.089,-0.101,-0.355,-0.355,0.564,-0.204,-0.204,-0.021,-0.034,0.004,0.147,0.147,-0.228,-0.228,-0.239,-0.239
