0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.108,-0.053,-0.139,-0.139,0.294,0.294,0.212,0.032,0.032,-0.045,0.013,-0.426,0.257,0.257,-0.316,-0.202,-0.289,-0.289
0.029,-0.079,-0.205,-0.205,-0.397,-0.397,-0.296,0.196,0.196,-0.333,0.311,-0.133,-0.283,-0.283,-0.376,-0.305,-0.125,-0.125
0.139,0.073,-0.076,-0.076,-0.25,-0.25,0.111,-0.023,-0.023,-0.094,0.17,0.081,0.062,0.062,0.163,0.018,0.024,0.024
0.212,0.248,0.185,0.185,0.07,0.07,-0.22,0.084,0.084,0.08,-0.067,-0.332,0.076,0.076,-0.227,-0.32,-0.078,-0.078
-0.586,-0.189,0.25,0.25,0.181,0.181,0.266,-0.094,-0.094,-0.046,0.284,0.248,0.087,0.087,-0.27,-0.218,-0.006,-0.006
0.29,0.132,-0.099,-0.099,-0.378,-0.378,-0.03,-0.198,-0.198,0.199,0.293,-0.179,-0.253,-0.253,0.137,0.109,0.028,0.028
0.078,0.017,-0.22,-0.22,0.107,0.107,-0.095,0.493,0.493,0.652,0.187,0.228,-0.057,-0.057,0.145,0.264,0.305,0.305
-0.051,0.052,0.088,0.088,-0.127,-0.127,-0.172,0.169,0.169,0.126,-0.195,0.166,0.42,0.42,-0.091,0.185,0.061,0.061
0.134,0.56,-0.0,-0.0,-0.094,-0.094,-0.004,-0.153,-0.153,-0.225,-0.145,0.061,-0.055,-0.055,-0.323,-0.235,0.195,0.195
0.066,-0.106,-0.3,-0.3,-0.207,-0.207,-0.457,-0.143,-0.143,-0.219,-0.13,-0.065,0.159,0.159,0.263,0.211,0.464,0.464
-0.439,0.118,-0.039,-0.039,-0.104,-0.104,-0.032,0.12,0.12,0.203,0.198,-0.537,-0.127,-0.127,0.171,0.194,0.126,0.126
0.121,0.067,0.072,0.072,-0.18,-0.18,0.224,0.235,0.235,0.161,-0.073,0.01,0.225,0.225,0.171,0.421,0.05,0.05
0.01,0.255,-0.08,-0.08,-0.044,-0.044,-0.251,0.133,0.133,0.186,0.515,0.375,-0.072,-0.072,0.301,0.286,-0.251,-0.251
-0.446,-0.429,-0.235,-0.235,-0.353,-0.353,-0.299,0.134,0.134,0.262,-0.35,-0.014,0.004,0.004,0.094,0.155,-0.254,-0.254
-0.123,0.002,-0.078,-0.078,-0.184,-0.184,0.058,0.252,0.252,0.252,-0.125,-0.126,0.176,0.176,0.081,-0.16,-0.008,-0.008
0.044,-0.352,0.206,0.206,0.212,0.212,-0.003,-0.239,-0.239,-0.23,0.332,-0.156,-0.158,-0.158,0.32,0.103,0.155,0.155
-0.07,-0.389,-0.172,-0.172,-0.165,-0.165,-0.112,-0.086,-0.086,-0.056,0.186,0.183,0.064,0.064,-0.315,-0.264,0.182,0.182
0.191,-0.03,-0.409,-0.409,-0.271,-0.271,-0.518,-0.175,-0.175,0.016,0.021,-0.003,0.149,0.149,-0.143,-0.272,-0.286,-0.286
