0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.3756304071718794,-0.0681936215004654,0.05579716963832592,-0.11087524563675273,-0.06461097607994516,-0.08002508687613877,0.173852119655774,-0.14426992335561112,0.15478603510812936,0.025894876917108074,-0.14288684172215455,-0.08510796218045902,0.044685300109749825,0.08170975394523172,-0.04278526855896116,0.08588197962029348,-0.0013066397781417464,-0.09025614069203526
-0.0704712969908796,0.2734080313694833,0.07122316819426631,0.03292467977100568,-0.02315038428337582,0.1480462920863397,-0.05443275574509194,0.18059725623624054,-0.10630363622004663,0.10467484455517437,-0.10682537278292993,-0.06655896504168998,-0.03432390656078136,0.07089646156241555,0.07988661254861334,-0.05834828282563923,-0.018635820045358794,-0.05225171140944336
-0.02068867768461513,0.06279928952761417,0.21947507971879718,-0.009127165425089652,-0.06438903049427477,0.1729860770227903,-0.05683161507240926,0.02416548225943137,0.012610560424187036,-0.014773056907393589,-0.08496629354370555,0.06740292995250662,-0.05204792410300412,0.002909922525340559,0.076664206813592,-0.057212006395661125,0.01615606475269025,-0.047370259981238595
-0.13343803754014189,-0.02383497856983022,-0.09397536744670762,0.3948018872212139,-0.04589522704093869,-0.0020427946514613936,-0.01450843363266271,0.04792838549628955,0.04627733967201025,-0.02380450318255862,-0.09220505886539625,0.07719859377284938,0.10373022778159786,-0.06085605833947784,-0.07391873192956415,0.07374600197150628,-0.011161585115791019,-0.017834693055739023
-0.04252365271239347,-0.07743319016225785,-0.10442918590857246,-0.0949780339649696,0.36913432347191494,-0.13672112703526837,-0.0943690161534988,-0.059189936179477466,-0.014020105068585184,0.002957993661449573,0.2180436739432353,-0.07319118711490454,-0.021723946834845034,0.12178159666269292,0.04512861444404764,-0.027924505600304052,-0.02582029983963961,-0.08607727386781176
-0.07133625183258652,0.08207731753845163,0.09437682937974709,0.02751112305240068,-0.043601743867690765,0.4121956448279566,-0.06342300505962739,0.21589821213385668,-0.0969543870567474,0.018858274498245464,-0.17447905465366464,-0.060610882134562324,-0.09262943493951332,-0.07510013040028966,0.06546060603144886,-0.10429188967065407,-0.0803832211008949,-0.0314938875942013
0.19788011963670968,-0.010948728105733904,-0.023482115920745436,-0.05423153659504684,-0.09354366340716859,-0.07213196521856301,0.2568925113541514,-0.06311262690372371,0.07803357653181499,0.042528495029653716,-0.039214165931116665,-0.10456174769845096,0.0631687852272242,0.07824718474596132,0.03243604915812274,0.018564881723199617,-0.020688792649733466,-0.031008389781368887
-0.11001075473237719,0.10111020306152209,-0.07050374732944874,0.018102691137182814,0.0027933843255592916,0.08075802687336418,-0.02326861889922443,0.32585513827597656,-0.0862593363067132,-0.04103995504222597,0.029720313980159202,-0.1563000917672586,-0.03479469892524044,-0.05991031455970543,0.01505319465332574,0.029855818974028687,-0.08627706993632814,-0.014229647024188882
0.035323711624588604,-0.08406008761006828,0.16086952595358328,0.09112932705696233,-0.023860441123824225,-0.011841095720109723,-0.04063964902497308,-0.05863671013371432,0.481017954148365,0.008808890107577138,0.09742626554748264,0.06863646178411038,0.19633406735586423,-0.03391736996434837,-0.011071990013840592,-0.08479977155718804,-0.08805822989803813,0.019693966652536355
0.0430129853476752,0.10090460004380271,-0.026178726218815535,0.005573938653617253,-0.00027200276183044663,0.10627981929056464,0.030414227461218777,0.11871268149274944,-0.0034210340469350542,0.23948205855243396,-0.08156831707379894,-0.140773916181892,0.05363520499192915,0.12224273602918038,-0.017159862472711864,0.050178162428472256,-0.03125212972417125,0.020530313390903332
