0,1,2,3,4,5,6,7,8,9,10
-0.29,-0.29,-0.566,0.085,0.085,0.412,0.005,0.005,-0.179,-0.179,-0.421
0.595,0.595,0.009,0.143,0.143,-0.232,0.309,0.309,0.415,0.415,0.172
-0.002,-0.002,0.09,-0.085,-0.085,-0.081,-0.065,-0.065,0.157,0.157,0.675
0.061,0.061,0.28,-0.096,-0.096,0.157,-0.046,-0.046,-0.062,-0.062,0.027
0.2,0.2,0.08,-0.052,-0.052,0.424,0.204,0.204,-0.099,-0.099,-0.405
0.019,0.019,0.325,-0.501,-0.501,-0.087,0.27,0.27,-0.098,-0.098,-0.104
-0.106,-0.106,-0.068,0.147,0.147,0.298,-0.356,-0.356,0.257,0.257,0.232
-0.044,-0.044,-0.082,0.115,0.115,-0.255,0.209,0.209,-0.078,-0.078,0.01
0.018,0.018,0.423,0.144,0.144,0.173,0.738,0.738,0.101,0.101,0.064
0.018,0.018,-0.364,-0.302,-0.302,0.445,-0.105,-0.105,-0.16,-0.16,0.324
0.294,0.294,0.397,0.058,0.058,0.42,0.056,0.056,-0.341,-0.341,0.014
